taxonomy_level,era,speech_type,source,target,shared_paragraphs,shared_speeches,jaccard,lift,source_marginal_rate,target_marginal_rate
level2,Civil War & Reconstruction,all,"Crime, Insurrection & Federal Law Enforcement","Executive Departments, Postal & Administrative Housekeeping",7,7,0.016018306636155607,0.5523544242029929,0.054625096624581294,0.05977840762690028
level2,Civil War & Reconstruction,all,"Crime, Insurrection & Federal Law Enforcement","Executive Power, Vetoes & the Courts",20,11,0.03484320557491289,0.9584609305541836,0.054625096624581294,0.0984282401442927
level2,Civil War & Reconstruction,all,"Crime, Insurrection & Federal Law Enforcement","Indian Affairs, Removal & Allotment",2,2,0.006802721088435374,0.4358715184186882,0.054625096624581294,0.021643906209739758
level2,Civil War & Reconstruction,all,"Crime, Insurrection & Federal Law Enforcement","Military Preparedness, Armed Forces & Veterans",12,7,0.02608695652173913,0.8449201741654572,0.054625096624581294,0.06699304303014687
level2,Civil War & Reconstruction,all,"Crime, Insurrection & Federal Law Enforcement",Monroe Doctrine & Latin American Policy,3,2,0.006134969325153374,0.1961421832884097,0.054625096624581294,0.07214635403246586
level2,Civil War & Reconstruction,all,"Crime, Insurrection & Federal Law Enforcement",Neutral Rights & Maritime Depredations,1,1,0.003246753246753247,0.18872787395448357,0.054625096624581294,0.0249935583612471
level2,Civil War & Reconstruction,all,"Crime, Insurrection & Federal Law Enforcement",Polygamy in the Territories,14,4,0.06167400881057269,8.837670787247886,0.054625096624581294,0.007472300953362535
level2,Civil War & Reconstruction,all,"Crime, Insurrection & Federal Law Enforcement","Providence, Faith & American Ideals",2,2,0.006191950464396285,0.3240106862581399,0.054625096624581294,0.029116207163102294
level2,Civil War & Reconstruction,all,"Crime, Insurrection & Federal Law Enforcement","Public Debt, Revenue & Treasury Finance",2,2,0.004357298474945534,0.14704099416534058,0.054625096624581294,0.06415872197887143
level2,Civil War & Reconstruction,all,"Crime, Insurrection & Federal Law Enforcement",Public Lands & Homestead Settlement,1,1,0.003257328990228013,0.19069378930817613,0.054625096624581294,0.02473589281113115
level2,Civil War & Reconstruction,all,"Crime, Insurrection & Federal Law Enforcement",Reconstruction & Southern Self-Government,30,18,0.058027079303675046,1.6393973528583496,0.054625096624581294,0.08631795928884309
level2,Civil War & Reconstruction,all,"Crime, Insurrection & Federal Law Enforcement","Relations with Spain, Mexico & Territorial Claims",8,5,0.018867924528301886,0.6656946826758148,0.054625096624581294,0.05668642102550889
level2,Civil War & Reconstruction,all,"Crime, Insurrection & Federal Law Enforcement","Slavery, Emancipation & Sectionalism",13,6,0.013184584178498986,0.30239625038958545,0.054625096624581294,0.20278278794125226
level2,Civil War & Reconstruction,all,"Crime, Insurrection & Federal Law Enforcement","Territorial Organization, Statehood & Insular Governance",9,4,0.021686746987951807,0.7771671413314347,0.054625096624581294,0.054625096624581294
level2,Civil War & Reconstruction,all,"Crime, Insurrection & Federal Law Enforcement","Treaties, Diplomacy & International Arbitration",4,3,0.005952380952380952,0.15781554977228368,0.054625096624581294,0.11955681525380056
level2,Civil War & Reconstruction,all,Early Naval Wars: Barbary & the War of 1812,Mexican War,1,1,0.043478260869565216,27.13986013986014,0.0028343210512754443,0.0033496521515073434
level2,Civil War & Reconstruction,all,Early Naval Wars: Barbary & the War of 1812,Monroe Doctrine & Latin American Policy,1,1,0.0034482758620689655,1.260064935064935,0.0028343210512754443,0.07214635403246586
level2,Civil War & Reconstruction,all,Early Naval Wars: Barbary & the War of 1812,Neutral Rights & Maritime Depredations,1,1,0.009345794392523364,3.637300843486411,0.0028343210512754443,0.0249935583612471
level2,Civil War & Reconstruction,all,Early Naval Wars: Barbary & the War of 1812,"Personal Narrative, Storytelling & Boasting",1,1,0.047619047619047616,32.07438016528926,0.0028343210512754443,0.0028343210512754443
level2,Civil War & Reconstruction,all,Early Naval Wars: Barbary & the War of 1812,"Public Debt, Revenue & Treasury Finance",1,1,0.003861003861003861,1.416940489229646,0.0028343210512754443,0.06415872197887143
level2,Civil War & Reconstruction,all,Early Naval Wars: Barbary & the War of 1812,"Treaties, Diplomacy & International Arbitration",3,2,0.006355932203389831,2.281152037617555,0.0028343210512754443,0.11955681525380056
level2,Civil War & Reconstruction,all,Elections & Voting Integrity,"Executive Departments, Postal & Administrative Housekeeping",2,2,0.006172839506172839,0.35592443140132063,0.024220561710899254,0.05977840762690028
level2,Civil War & Reconstruction,all,Elections & Voting Integrity,"Executive Power, Vetoes & the Courts",10,5,0.02145922746781116,1.0808176450930154,0.024220561710899254,0.0984282401442927
level2,Civil War & Reconstruction,all,Elections & Voting Integrity,Immigration & Border Security,1,1,0.008620689655172414,1.7950971322849214,0.024220561710899254,0.0059263076526668386
level2,Civil War & Reconstruction,all,Elections & Voting Integrity,"Indian Affairs, Removal & Allotment",1,1,0.005649717514124294,0.49151469098277606,0.024220561710899254,0.021643906209739758
level2,Civil War & Reconstruction,all,Elections & Voting Integrity,"Labor, Wages & Working Conditions",1,1,0.008547008547008548,1.7203014184397163,0.024220561710899254,0.006183973202782788
level2,Civil War & Reconstruction,all,Elections & Voting Integrity,"Military Preparedness, Armed Forces & Veterans",2,2,0.005681818181818182,0.3175941080196399,0.024220561710899254,0.06699304303014687
level2,Civil War & Reconstruction,all,Elections & Voting Integrity,"Prosperity, Jobs & the Middle Class",1,1,0.010526315789473684,20.643617021276594,0.024220561710899254,0.000515331100231899
level2,Civil War & Reconstruction,all,Elections & Voting Integrity,"Providence, Faith & American Ideals",4,4,0.019704433497536946,1.461495010355865,0.024220561710899254,0.029116207163102294
level2,Civil War & Reconstruction,all,Elections & Voting Integrity,"Public Debt, Revenue & Treasury Finance",1,1,0.0029239766081871343,0.16581218490985217,0.024220561710899254,0.06415872197887143
level2,Civil War & Reconstruction,all,Elections & Voting Integrity,Reconstruction & Southern Self-Government,20,9,0.0488997555012225,2.4649094950778023,0.024220561710899254,0.08631795928884309
level2,Civil War & Reconstruction,all,Elections & Voting Integrity,"Slavery, Emancipation & Sectionalism",8,4,0.009163802978235968,0.41969234096623315,0.024220561710899254,0.20278278794125226
level2,Civil War & Reconstruction,all,Elections & Voting Integrity,"Territorial Organization, Statehood & Insular Governance",8,4,0.026845637583892617,1.55800883179446,0.024220561710899254,0.054625096624581294
level2,Civil War & Reconstruction,all,Elections & Voting Integrity,"Treaties, Diplomacy & International Arbitration",1,1,0.0017953321364452424,0.08898110785033016,0.024220561710899254,0.11955681525380056
level2,Civil War & Reconstruction,all,"Executive Departments, Postal & Administrative Housekeeping","Executive Power, Vetoes & the Courts",8,7,0.013201320132013201,0.350333995306012,0.05977840762690028,0.0984282401442927
level2,Civil War & Reconstruction,all,"Executive Departments, Postal & Administrative Housekeeping",Immigration & Border Security,1,1,0.003937007874015748,0.7273238380809596,0.05977840762690028,0.0059263076526668386
level2,Civil War & Reconstruction,all,"Executive Departments, Postal & Administrative Housekeeping","Indian Affairs, Removal & Allotment",2,2,0.006369426751592357,0.3982963875205255,0.05977840762690028,0.021643906209739758
level2,Civil War & Reconstruction,all,"Executive Departments, Postal & Administrative Housekeeping","Internal Improvements, Energy & Infrastructure",5,5,0.012165450121654502,0.4545773988005998,0.05977840762690028,0.04741046122133471
level2,Civil War & Reconstruction,all,"Executive Departments, Postal & Administrative Housekeeping","Military Preparedness, Armed Forces & Veterans",15,11,0.031446540880503145,0.9651027851458887,0.05977840762690028,0.06699304303014687
level2,Civil War & Reconstruction,all,"Executive Departments, Postal & Administrative Housekeeping",Monroe Doctrine & Latin American Policy,1,1,0.0019569471624266144,0.059744458128078826,0.05977840762690028,0.07214635403246586
level2,Civil War & Reconstruction,all,"Executive Departments, Postal & Administrative Housekeeping",National Bank & Banking Crises,2,2,0.00684931506849315,0.5396273637374862,0.05977840762690028,0.01597526410718887
level2,Civil War & Reconstruction,all,"Executive Departments, Postal & Administrative Housekeeping",Polygamy in the Territories,1,1,0.0038461538461538464,0.5768430439952438,0.05977840762690028,0.007472300953362535
level2,Civil War & Reconstruction,all,"Executive Departments, Postal & Administrative Housekeeping","Public Debt, Revenue & Treasury Finance",11,9,0.023404255319148935,0.7390077551585652,0.05977840762690028,0.06415872197887143
level2,Civil War & Reconstruction,all,"Executive Departments, Postal & Administrative Housekeeping",Public Lands & Homestead Settlement,4,4,0.012345679012345678,0.6970186781609196,0.05977840762690028,0.02473589281113115
level2,Civil War & Reconstruction,all,"Executive Departments, Postal & Administrative Housekeeping",Reconstruction & Southern Self-Government,8,6,0.014311270125223614,0.3994853319608852,0.05977840762690028,0.08631795928884309
level2,Civil War & Reconstruction,all,"Executive Departments, Postal & Administrative Housekeeping","Relations with Spain, Mexico & Territorial Claims",1,1,0.0022172949002217295,0.0760384012539185,0.05977840762690028,0.05668642102550889
level2,Civil War & Reconstruction,all,"Executive Departments, Postal & Administrative Housekeeping","Tariffs, Reciprocity & Navigation Laws",3,3,0.007614213197969543,0.304153605015674,0.05977840762690028,0.042514815769131666
level2,Civil War & Reconstruction,all,"Executive Departments, Postal & Administrative Housekeeping","Territorial Organization, Statehood & Insular Governance",6,5,0.0136986301369863,0.473446649316851,0.05977840762690028,0.054625096624581294
level2,Civil War & Reconstruction,all,"Executive Departments, Postal & Administrative Housekeeping","Treaties, Diplomacy & International Arbitration",14,12,0.020527859237536656,0.5047376634958384,0.05977840762690028,0.11955681525380056
level2,Civil War & Reconstruction,all,"Executive Power, Vetoes & the Courts","Internal Improvements, Energy & Infrastructure",10,5,0.017985611510791366,0.5521568404279537,0.0984282401442927,0.04741046122133471
level2,Civil War & Reconstruction,all,"Executive Power, Vetoes & the Courts","Labor, Wages & Working Conditions",1,1,0.0024691358024691358,0.4233202443280978,0.0984282401442927,0.006183973202782788
level2,Civil War & Reconstruction,all,"Executive Power, Vetoes & the Courts","Military Preparedness, Armed Forces & Veterans",7,6,0.011023622047244094,0.2735300040273862,0.0984282401442927,0.06699304303014687
level2,Civil War & Reconstruction,all,"Executive Power, Vetoes & the Courts",Monroe Doctrine & Latin American Policy,4,3,0.0060790273556231,0.14513836948391923,0.0984282401442927,0.07214635403246586
level2,Civil War & Reconstruction,all,"Executive Power, Vetoes & the Courts",National Bank & Banking Crises,1,1,0.002257336343115124,0.1638659010302314,0.0984282401442927,0.01597526410718887
level2,Civil War & Reconstruction,all,"Executive Power, Vetoes & the Courts","Partisan Combat, Press Conferences & Media Attacks",1,1,0.0026041666666666665,3.3865619546247823,0.0984282401442927,0.0007729966503478485
level2,Civil War & Reconstruction,all,"Executive Power, Vetoes & the Courts",Presidential Humility & Reflection on Office,2,2,0.004842615012106538,0.6157385372045058,0.0984282401442927,0.008502963153826334
level2,Civil War & Reconstruction,all,"Executive Power, Vetoes & the Courts","Public Debt, Revenue & Treasury Finance",3,3,0.004777070063694267,0.12240585378161861,0.0984282401442927,0.06415872197887143
level2,Civil War & Reconstruction,all,"Executive Power, Vetoes & the Courts",Public Lands & Homestead Settlement,3,1,0.00631578947368421,0.3174901832460733,0.0984282401442927,0.02473589281113115
level2,Civil War & Reconstruction,all,"Executive Power, Vetoes & the Courts",Reconstruction & Southern Self-Government,51,18,0.07657657657657657,1.5466984449480345,0.0984282401442927,0.08631795928884309
level2,Civil War & Reconstruction,all,"Executive Power, Vetoes & the Courts","Relations with Spain, Mexico & Territorial Claims",4,3,0.006688963210702341,0.18472156116135174,0.0984282401442927,0.05668642102550889
level2,Civil War & Reconstruction,all,"Executive Power, Vetoes & the Courts","Slavery, Emancipation & Sectionalism",7,6,0.006024096385542169,0.09036569383369811,0.0984282401442927,0.20278278794125226
level2,Civil War & Reconstruction,all,"Executive Power, Vetoes & the Courts","Territorial Organization, Statehood & Insular Governance",11,4,0.018867924528301886,0.5271535118048009,0.0984282401442927,0.054625096624581294
level2,Civil War & Reconstruction,all,"Executive Power, Vetoes & the Courts","Treaties, Diplomacy & International Arbitration",4,4,0.004750593824228029,0.087583498826503,0.0984282401442927,0.11955681525380056
level2,Civil War & Reconstruction,all,"Executive Power, Vetoes & the Courts","Trusts, Corporations & Antitrust",1,1,0.002570694087403599,1.2699607329842932,0.0984282401442927,0.002061324400927596
level2,Civil War & Reconstruction,all,"Executive Power, Vetoes & the Courts",World War II Military Operations,1,1,0.002617801047120419,10.159685863874346,0.0984282401442927,0.0002576655501159495
level2,Civil War & Reconstruction,all,Great Depression Recovery,"Relations with Spain, Mexico & Territorial Claims",2,1,0.008968609865470852,7.056363636363637,0.0012883277505797476,0.05668642102550889
level2,Civil War & Reconstruction,all,Great Depression Recovery,"Treaties, Diplomacy & International Arbitration",4,1,0.008602150537634409,6.691379310344828,0.0012883277505797476,0.11955681525380056
level2,Civil War & Reconstruction,all,Immigration & Border Security,"Providence, Faith & American Ideals",1,1,0.007407407407407408,1.493266641015775,0.0059263076526668386,0.029116207163102294
level2,Civil War & Reconstruction,all,Immigration & Border Security,Public Lands & Homestead Settlement,1,1,0.00847457627118644,1.757699275362319,0.0059263076526668386,0.02473589281113115
level2,Civil War & Reconstruction,all,Immigration & Border Security,"Relations with Spain, Mexico & Territorial Claims",1,1,0.004132231404958678,0.76699604743083,0.0059263076526668386,0.05668642102550889
level2,Civil War & Reconstruction,all,Immigration & Border Security,"Slavery, Emancipation & Sectionalism",1,1,0.0012360939431396785,0.2144080437544887,0.0059263076526668386,0.20278278794125226
level2,Civil War & Reconstruction,all,Immigration & Border Security,"Territorial Organization, Statehood & Insular Governance",1,1,0.004273504273504274,0.7959392945036915,0.0059263076526668386,0.054625096624581294
level2,Civil War & Reconstruction,all,Immigration & Border Security,"Treaties, Diplomacy & International Arbitration",2,2,0.004123711340206186,0.7273238380809596,0.0059263076526668386,0.11955681525380056
level2,Civil War & Reconstruction,all,"Indian Affairs, Removal & Allotment","Internal Improvements, Energy & Infrastructure",5,5,0.019011406844106463,1.2554994824016563,0.021643906209739758,0.04741046122133471
level2,Civil War & Reconstruction,all,"Indian Affairs, Removal & Allotment","Labor, Wages & Working Conditions",1,1,0.009345794392523364,1.9250992063492063,0.021643906209739758,0.006183973202782788
level2,Civil War & Reconstruction,all,"Indian Affairs, Removal & Allotment","Military Preparedness, Armed Forces & Veterans",17,11,0.05198776758409786,3.020924908424908,0.021643906209739758,0.06699304303014687
level2,Civil War & Reconstruction,all,"Indian Affairs, Removal & Allotment",Polygamy in the Territories,2,2,0.018018018018018018,3.186371100164204,0.021643906209739758,0.007472300953362535
level2,Civil War & Reconstruction,all,"Indian Affairs, Removal & Allotment","Providence, Faith & American Ideals",2,2,0.010256410256410256,0.8177412557943532,0.021643906209739758,0.029116207163102294
level2,Civil War & Reconstruction,all,"Indian Affairs, Removal & Allotment","Public Debt, Revenue & Treasury Finance",2,2,0.006042296072507553,0.3711034614649072,0.021643906209739758,0.06415872197887143
level2,Civil War & Reconstruction,all,"Indian Affairs, Removal & Allotment",Public Lands & Homestead Settlement,6,5,0.034482758620689655,2.8876488095238093,0.021643906209739758,0.02473589281113115
level2,Civil War & Reconstruction,all,"Indian Affairs, Removal & Allotment",Reconstruction & Southern Self-Government,2,2,0.004796163069544364,0.2758351101634684,0.021643906209739758,0.08631795928884309
level2,Civil War & Reconstruction,all,"Indian Affairs, Removal & Allotment","Relations with Spain, Mexico & Territorial Claims",4,4,0.013333333333333334,0.84004329004329,0.021643906209739758,0.05668642102550889
level2,Civil War & Reconstruction,all,"Indian Affairs, Removal & Allotment","Tariffs, Reciprocity & Navigation Laws",2,2,0.008097165991902834,0.5600288600288601,0.021643906209739758,0.042514815769131666
level2,Civil War & Reconstruction,all,"Indian Affairs, Removal & Allotment","Territorial Organization, Statehood & Insular Governance",11,11,0.03859649122807018,2.397293351302785,0.021643906209739758,0.054625096624581294
level2,Civil War & Reconstruction,all,"Indian Affairs, Removal & Allotment","Treaties, Diplomacy & International Arbitration",1,1,0.0018281535648994515,0.09957409688013137,0.021643906209739758,0.11955681525380056
level2,Civil War & Reconstruction,all,"Internal Improvements, Energy & Infrastructure","Labor, Wages & Working Conditions",2,2,0.009708737864077669,1.757699275362319,0.04741046122133471,0.006183973202782788
level2,Civil War & Reconstruction,all,"Internal Improvements, Energy & Infrastructure","Military Preparedness, Armed Forces & Veterans",15,10,0.03496503496503497,1.2168687290969897,0.04741046122133471,0.06699304303014687
level2,Civil War & Reconstruction,all,"Internal Improvements, Energy & Infrastructure",Monroe Doctrine & Latin American Policy,5,4,0.010893246187363835,0.37664984472049695,0.04741046122133471,0.07214635403246586
level2,Civil War & Reconstruction,all,"Internal Improvements, Energy & Infrastructure",National Bank & Banking Crises,1,1,0.004081632653061225,0.3401998597475456,0.04741046122133471,0.01597526410718887
level2,Civil War & Reconstruction,all,"Internal Improvements, Energy & Infrastructure",Neutral Rights & Maritime Depredations,1,1,0.0035714285714285713,0.21744733303451366,0.04741046122133471,0.0249935583612471
level2,Civil War & Reconstruction,all,"Internal Improvements, Energy & Infrastructure","Providence, Faith & American Ideals",2,1,0.006779661016949152,0.3733166602539438,0.04741046122133471,0.029116207163102294
level2,Civil War & Reconstruction,all,"Internal Improvements, Energy & Infrastructure","Public Debt, Revenue & Treasury Finance",10,7,0.02364066193853428,0.8470839881264186,0.04741046122133471,0.06415872197887143
level2,Civil War & Reconstruction,all,"Internal Improvements, Energy & Infrastructure",Public Lands & Homestead Settlement,14,8,0.05263157894736842,3.075973731884058,0.04741046122133471,0.02473589281113115
level2,Civil War & Reconstruction,all,"Internal Improvements, Energy & Infrastructure",Reconstruction & Southern Self-Government,1,1,0.0019305019305019305,0.06296236210253082,0.04741046122133471,0.08631795928884309
level2,Civil War & Reconstruction,all,"Internal Improvements, Energy & Infrastructure","Relations with Spain, Mexico & Territorial Claims",5,3,0.012531328320802004,0.4793725296442688,0.04741046122133471,0.05668642102550889
level2,Civil War & Reconstruction,all,"Internal Improvements, Energy & Infrastructure","Tariffs, Reciprocity & Navigation Laws",5,5,0.014534883720930232,0.6391633728590251,0.04741046122133471,0.042514815769131666
level2,Civil War & Reconstruction,all,"Internal Improvements, Energy & Infrastructure","Territorial Organization, Statehood & Insular Governance",6,5,0.015384615384615385,0.5969544708777685,0.04741046122133471,0.054625096624581294
level2,Civil War & Reconstruction,all,"Internal Improvements, Energy & Infrastructure","Treaties, Diplomacy & International Arbitration",12,6,0.018867924528301886,0.5454928785607197,0.04741046122133471,0.11955681525380056
level2,Civil War & Reconstruction,all,"Internal Improvements, Energy & Infrastructure","Trusts, Corporations & Antitrust",5,1,0.026737967914438502,13.18274456521739,0.04741046122133471,0.002061324400927596
level2,Civil War & Reconstruction,all,"Labor, Wages & Working Conditions",National Bank & Banking Crises,1,1,0.011764705882352941,2.608198924731183,0.006183973202782788,0.01597526410718887
level2,Civil War & Reconstruction,all,"Labor, Wages & Working Conditions","Public Debt, Revenue & Treasury Finance",1,1,0.003676470588235294,0.6494310575635877,0.006183973202782788,0.06415872197887143
level2,Civil War & Reconstruction,all,"Labor, Wages & Working Conditions",Reconstruction & Southern Self-Government,4,3,0.011267605633802818,1.9308457711442786,0.006183973202782788,0.08631795928884309
level2,Civil War & Reconstruction,all,"Labor, Wages & Working Conditions","Slavery, Emancipation & Sectionalism",12,5,0.015018773466833541,2.46569250317662,0.006183973202782788,0.20278278794125226
level2,Civil War & Reconstruction,all,"Labor, Wages & Working Conditions","Tariffs, Reciprocity & Navigation Laws",2,2,0.0106951871657754,1.9601010101010106,0.006183973202782788,0.042514815769131666
level2,Civil War & Reconstruction,all,Mexican War,Monroe Doctrine & Latin American Policy,1,1,0.003424657534246575,1.0662087912087912,0.0033496521515073434,0.07214635403246586
level2,Civil War & Reconstruction,all,Mexican War,"Public Debt, Revenue & Treasury Finance",1,1,0.0038314176245210726,1.1989496447327772,0.0033496521515073434,0.06415872197887143
level2,Civil War & Reconstruction,all,Mexican War,"Relations with Spain, Mexico & Territorial Claims",5,4,0.021929824561403508,6.784965034965036,0.0033496521515073434,0.05668642102550889
level2,Civil War & Reconstruction,all,Mexican War,"Slavery, Emancipation & Sectionalism",9,2,0.011378002528445006,3.414035773629166,0.0033496521515073434,0.20278278794125226
level2,Civil War & Reconstruction,all,Mexican War,"Treaties, Diplomacy & International Arbitration",1,1,0.0021008403361344537,0.6434018567639258,0.0033496521515073434,0.11955681525380056
level2,Civil War & Reconstruction,all,"Military Preparedness, Armed Forces & Veterans",Monroe Doctrine & Latin American Policy,15,9,0.02857142857142857,0.7996565934065933,0.06699304303014687,0.07214635403246586
level2,Civil War & Reconstruction,all,"Military Preparedness, Armed Forces & Veterans",National Bank & Banking Crises,1,1,0.003115264797507788,0.24075682382133998,0.06699304303014687,0.01597526410718887
level2,Civil War & Reconstruction,all,"Military Preparedness, Armed Forces & Veterans",Neutral Rights & Maritime Depredations,4,2,0.0113314447592068,0.6155432196669309,0.06699304303014687,0.0249935583612471
level2,Civil War & Reconstruction,all,"Military Preparedness, Armed Forces & Veterans",Polygamy in the Territories,5,3,0.017605633802816902,2.5736074270557032,0.06699304303014687,0.007472300953362535
level2,Civil War & Reconstruction,all,"Military Preparedness, Armed Forces & Veterans","Providence, Faith & American Ideals",3,3,0.008108108108108109,0.396289993192648,0.06699304303014687,0.029116207163102294
level2,Civil War & Reconstruction,all,"Military Preparedness, Armed Forces & Veterans","Public Debt, Revenue & Treasury Finance",10,9,0.02004008016032064,0.5994748223663886,0.06699304303014687,0.06415872197887143
level2,Civil War & Reconstruction,all,"Military Preparedness, Armed Forces & Veterans",Public Lands & Homestead Settlement,4,3,0.011363636363636364,0.6219551282051282,0.06699304303014687,0.02473589281113115
level2,Civil War & Reconstruction,all,"Military Preparedness, Armed Forces & Veterans",Reconstruction & Southern Self-Government,5,4,0.00847457627118644,0.22278989667049365,0.06699304303014687,0.08631795928884309
level2,Civil War & Reconstruction,all,"Military Preparedness, Armed Forces & Veterans","Relations with Spain, Mexico & Territorial Claims",5,5,0.010526315789473684,0.33924825174825174,0.06699304303014687,0.05668642102550889
level2,Civil War & Reconstruction,all,"Military Preparedness, Armed Forces & Veterans","Slavery, Emancipation & Sectionalism",3,3,0.0028735632183908046,0.05690059622715277,0.06699304303014687,0.20278278794125226
level2,Civil War & Reconstruction,all,"Military Preparedness, Armed Forces & Veterans","Tariffs, Reciprocity & Navigation Laws",3,3,0.0071090047393364926,0.2713986013986014,0.06699304303014687,0.042514815769131666
level2,Civil War & Reconstruction,all,"Military Preparedness, Armed Forces & Veterans","Territorial Organization, Statehood & Insular Governance",1,1,0.0021231422505307855,0.0704100145137881,0.06699304303014687,0.054625096624581294
level2,Civil War & Reconstruction,all,"Military Preparedness, Armed Forces & Veterans","Treaties, Diplomacy & International Arbitration",9,6,0.012587412587412588,0.28953083554376663,0.06699304303014687,0.11955681525380056
level2,Civil War & Reconstruction,all,"Military Preparedness, Armed Forces & Veterans",World War I Mobilization & War Aims,1,1,0.0038461538461538464,14.926923076923076,0.06699304303014687,0.0002576655501159495
level2,Civil War & Reconstruction,all,Monroe Doctrine & Latin American Policy,Neutral Rights & Maritime Depredations,9,5,0.024456521739130436,1.2860456553755524,0.07214635403246586,0.0249935583612471
level2,Civil War & Reconstruction,all,Monroe Doctrine & Latin American Policy,"Partisan Combat, Press Conferences & Media Attacks",1,1,0.0035460992907801418,4.620238095238095,0.07214635403246586,0.0007729966503478485
level2,Civil War & Reconstruction,all,Monroe Doctrine & Latin American Policy,Presidential Humility & Reflection on Office,1,1,0.003205128205128205,0.420021645021645,0.07214635403246586,0.008502963153826334
level2,Civil War & Reconstruction,all,Monroe Doctrine & Latin American Policy,"Providence, Faith & American Ideals",5,3,0.01288659793814433,0.6133059418457648,0.07214635403246586,0.029116207163102294
level2,Civil War & Reconstruction,all,Monroe Doctrine & Latin American Policy,"Public Debt, Revenue & Treasury Finance",1,1,0.001893939393939394,0.05566551921973608,0.07214635403246586,0.06415872197887143
level2,Civil War & Reconstruction,all,Monroe Doctrine & Latin American Policy,Reconstruction & Southern Self-Government,1,1,0.0016286644951140066,0.041375266524520254,0.07214635403246586,0.08631795928884309
level2,Civil War & Reconstruction,all,Monroe Doctrine & Latin American Policy,"Relations with Spain, Mexico & Territorial Claims",44,20,0.09649122807017543,2.772142857142857,0.07214635403246586,0.05668642102550889
level2,Civil War & Reconstruction,all,Monroe Doctrine & Latin American Policy,"Slavery, Emancipation & Sectionalism",19,11,0.01812977099236641,0.33462969685968413,0.07214635403246586,0.20278278794125226
level2,Civil War & Reconstruction,all,Monroe Doctrine & Latin American Policy,"Tariffs, Reciprocity & Navigation Laws",17,10,0.0397196261682243,1.428073593073593,0.07214635403246586,0.042514815769131666
level2,Civil War & Reconstruction,all,Monroe Doctrine & Latin American Policy,"Territorial Organization, Statehood & Insular Governance",8,4,0.01652892561983471,0.5230458221024259,0.07214635403246586,0.054625096624581294
level2,Civil War & Reconstruction,all,Monroe Doctrine & Latin American Policy,"Treaties, Diplomacy & International Arbitration",87,29,0.1324200913242009,2.598883928571429,0.07214635403246586,0.11955681525380056
level2,Civil War & Reconstruction,all,National Bank & Banking Crises,Neutral Rights & Maritime Depredations,1,1,0.006329113924050633,0.6453275690056536,0.01597526410718887,0.0249935583612471
level2,Civil War & Reconstruction,all,National Bank & Banking Crises,"Public Debt, Revenue & Treasury Finance",5,4,0.016339869281045753,1.256963337219847,0.01597526410718887,0.06415872197887143
level2,Civil War & Reconstruction,all,National Bank & Banking Crises,Public Lands & Homestead Settlement,1,1,0.006369426751592357,0.6520497311827957,0.01597526410718887,0.02473589281113115
level2,Civil War & Reconstruction,all,National Bank & Banking Crises,Reconstruction & Southern Self-Government,1,1,0.0025252525252525255,0.18685604236880116,0.01597526410718887,0.08631795928884309
level2,Civil War & Reconstruction,all,National Bank & Banking Crises,"Tariffs, Reciprocity & Navigation Laws",4,3,0.017937219730941704,1.5174975562072337,0.01597526410718887,0.042514815769131666
level2,Civil War & Reconstruction,all,Neutral Rights & Maritime Depredations,"Relations with Spain, Mexico & Territorial Claims",14,7,0.0462046204620462,2.5461105904404877,0.0249935583612471,0.05668642102550889
level2,Civil War & Reconstruction,all,Neutral Rights & Maritime Depredations,"Slavery, Emancipation & Sectionalism",2,2,0.0022675736961451248,0.10167804136810805,0.0249935583612471,0.20278278794125226
level2,Civil War & Reconstruction,all,Neutral Rights & Maritime Depredations,"Tariffs, Reciprocity & Navigation Laws",6,3,0.0234375,1.454920337394564,0.0249935583612471,0.042514815769131666
level2,Civil War & Reconstruction,all,Neutral Rights & Maritime Depredations,"Treaties, Diplomacy & International Arbitration",45,23,0.0872093023255814,3.880310167081408,0.0249935583612471,0.11955681525380056
level2,Civil War & Reconstruction,all,"Partisan Combat, Press Conferences & Media Attacks",Presidential Humility & Reflection on Office,1,1,0.02857142857142857,39.2020202020202,0.0007729966503478485,0.008502963153826334
level2,Civil War & Reconstruction,all,"Personal Narrative, Storytelling & Boasting","Treaties, Diplomacy & International Arbitration",1,1,0.002109704641350211,0.7603840125391851,0.0028343210512754443,0.11955681525380056
level2,Civil War & Reconstruction,all,Polygamy in the Territories,"Providence, Faith & American Ideals",2,2,0.014285714285714285,2.368629844369851,0.007472300953362535,0.029116207163102294
level2,Civil War & Reconstruction,all,Polygamy in the Territories,"Territorial Organization, Statehood & Insular Governance",5,4,0.0211864406779661,3.156310995445674,0.007472300953362535,0.054625096624581294
level2,Civil War & Reconstruction,all,Presidential Humility & Reflection on Office,"Providence, Faith & American Ideals",7,6,0.050359712230215826,7.285331187986055,0.008502963153826334,0.029116207163102294
level2,Civil War & Reconstruction,all,Presidential Humility & Reflection on Office,"Slavery, Emancipation & Sectionalism",1,1,0.001221001221001221,0.1494359092834315,0.008502963153826334,0.20278278794125226
level2,Civil War & Reconstruction,all,"Prosperity, Jobs & the Middle Class","Public Debt, Revenue & Treasury Finance",1,1,0.004,7.793172690763052,0.000515331100231899,0.06415872197887143
