story_era_key,story_era,era_start_year,era_end_year,rank,normalized_entity,display_entity,display_type,era_paragraphs,era_documents,era_denominator_paragraphs,other_paragraphs,other_denominator_paragraphs,paragraph_share,other_paragraph_share,log_odds,log_odds_standard_error,log_odds_z,ai_ner_paragraphs,ai_only_paragraphs,source_badge,evidence_ai_mention,evidence_ner_mention,evidence_ai_stance,evidence_doc_name,evidence_para_idx,evidence_document_title,evidence_source_url,evidence_speaker,evidence_document_owner,evidence_cross_owner,evidence_excerpt,min_eligible_paragraphs,min_eligible_documents,log_odds_prior_success,log_odds_prior_failure,schema_version
war-new-deal,"New Deal, world war & settlement",1933,1952,3,mussolini,Mussolini,person,8,4,1409,0,31122,0.0056777856635912,0.0,5.933601282707314,1.4554699279427428,4.076759793377701,8,0,AI + NER,Mussolini,Mussolini,adversarial,/the-presidency/presidential-speeches/december-9-1941-fireside-chat-19-war-japan,3,"December 9, 1941: Fireside Chat 19: On the War with Japan",https://millercenter.org/the-presidency/presidential-speeches/december-9-1941-fireside-chat-19-war-japan,Franklin D. Roosevelt,Franklin D. Roosevelt,False,"The course that Japan has followed for the past ten years in Asia has paralleled the course of Hitler and Mussolini in Europe and in Africa. Today, it has become far more than a parallel. It is actual collaboration so well calculated that all the continents of the world, and all the oceans, are now considered by the Axis strategists as one gigantic battlefield.",5,2,0.5,0.5,era-distinctive-reference-v1
war-new-deal,"New Deal, world war & settlement",1933,1952,4,axis powers,Axis powers,nation,19,8,1409,1,31122,0.0134847409510291,3.21316110789795e-05,5.673184861432376,0.8477617683310181,6.691956482775969,2,17,AI + NER,Axis Powers,Axis Powers,adversarial,/the-presidency/presidential-speeches/december-9-1941-fireside-chat-19-war-japan,5,"December 9, 1941: Fireside Chat 19: On the War with Japan",https://millercenter.org/the-presidency/presidential-speeches/december-9-1941-fireside-chat-19-war-japan,Franklin D. Roosevelt,Franklin D. Roosevelt,False,"And this year, in 1941, the Axis Powers attacked Yugoslavia and Greece and they dominated the Balkans - without warning. In 1941, also, Hitler invaded Russia - without warning. And now Japan has attacked Malaya and Thailand - and the United States - without warning. It is all of one pattern. We are now in this war. We are all in it - all the way. Every single man, woman and child is a partner in the most tremendous undertaking of our American history. We must share together the bad news and the good news, the defeats and the victories - the changing fortunes of war.",5,2,0.5,0.5,era-distinctive-reference-v1
war-new-deal,"New Deal, world war & settlement",1933,1952,5,tokyo,Tokyo,nation,6,6,1409,0,31122,0.0042583392476933995,0.0,5.66391127091554,1.4678524412876703,3.858638042627014,6,0,AI + NER,Tokyo,Tokyo,adversarial,/the-presidency/presidential-speeches/april-16-1945-first-speech-congress,6,"April 16, 1945: First Speech to Congress",https://millercenter.org/the-presidency/presidential-speeches/april-16-1945-first-speech-congress,Harry S. Truman,Harry S. Truman,False,"Gradually, the shackles of slavery are being broken by the forces of freedom. All of us are praying for a speedy victory. Every day peace is delayed costs a terrible toll. The armies of liberation today are bringing to an end Hitler's ghastly threat to dominate the world. Tokyo rocks under the weight of our bombs. The grand strategy of the United Nations' war has been determined - due in no small measure to the vision of our departed Commander in Chief. We are now carrying out our part of that strategy under the able direction of Admiral Leahy, General Marshall, Admiral King, General Arnold, General Eisenhower, Admiral Nimitz and General MacArthur. I want the entire world to know that this direction must and will remain - unchanged and unhampered!",5,2,0.5,0.5,era-distinctive-reference-v1
cold-war,Mature Cold War,1953,1980,1,north vietnam,North Vietnam,nation,96,29,5583,0,26948,0.017195056421278884,0.0,6.854145047682515,1.417949940746683,4.833841344267181,56,40,AI + NER,North Vietnam,North Vietnam,adversarial,/the-presidency/presidential-speeches/april-1-1968-address-national-association-broadcasters,19,"April 1, 1968: Address to the National Association of Broadcasters",https://millercenter.org/the-presidency/presidential-speeches/april-1-1968-address-national-association-broadcasters,Lyndon B. Johnson,Lyndon B. Johnson,False,"I pray that the message of peace that I tried so hard to convey last night will be accepted in good faith by the leaders of North Vietnam. I pray that one time soon, the evening news show will have, not another battle in the scarred hills of Vietnam, but will show men entering a room to talk about peace.",5,2,0.5,0.5,era-distinctive-reference-v1
cold-war,Mature Cold War,1953,1980,2,south vietnam,South Vietnam,nation,59,16,5583,0,26948,0.010567795092244313,0.0,6.363858384719356,1.420219997874313,4.480896195127754,41,18,AI + NER,South Vietnam,South Vietnam,favorable,/the-presidency/presidential-speeches/april-10-1975-address-us-foreign-policy,10,"April 10, 1975: Address on U.S. Foreign Policy",https://millercenter.org/the-presidency/presidential-speeches/april-10-1975-address-us-foreign-policy,Gerald Ford,Gerald Ford,False,"Encouraged by these developments, the North Vietnamese, in recent months, began sending even their reserve divisions into South Vietnam. Some 20 divisions, virtually their entire army, are now in South Vietnam. The Government of South Vietnam, uncertain of further American assistance, hastily ordered a strategic withdrawal to more defensible positions. This extremely difficult maneuver, decided upon without consultations, was poorly executed, hampered by floods of refugees, and thus led to panic. The results are painfully obvious and profoundly moving.",5,2,0.5,0.5,era-distinctive-reference-v1
cold-war,Mature Cold War,1953,1980,3,south viet-nam,South Viet-Nam,nation,33,15,5583,0,26948,0.005910800644814616,0.0,5.78473224277932,1.4248045543282812,4.060018074202823,28,5,AI + NER,South Viet-Nam,South Viet-Nam,neutral,/the-presidency/presidential-speeches/april-20-1961-address-american-association-newspaper-editors,12,"April 20, 1961: Address to the American Association of Newspaper Editors",https://millercenter.org/the-presidency/presidential-speeches/april-20-1961-address-american-association-newspaper-editors,John F. Kennedy,John F. Kennedy,False,"We dare not fail to see the insidious nature of this new and deeper struggle. We dare not fail to grasp the new concepts, the new tools, the new sense of urgency we will need to combat it--whether in Cuba or South Viet-Nam. And we dare not fail to realize that this struggle is taking place every day, without fanfare, in thousands of villages and markets--day and night--and in classrooms all over the globe.",5,2,0.5,0.5,era-distinctive-reference-v1
cold-war,Mature Cold War,1953,1980,4,north viet-nam,North Viet-Nam,nation,25,9,5583,0,26948,0.004477879276374709,0.0,5.510424982211712,1.4280870767365017,3.8586057334852897,19,6,AI + NER,North Viet-Nam,North Viet-Nam,adversarial,/the-presidency/presidential-speeches/april-20-1961-address-american-association-newspaper-editors,11,"April 20, 1961: Address to the American Association of Newspaper Editors",https://millercenter.org/the-presidency/presidential-speeches/april-20-1961-address-american-association-newspaper-editors,John F. Kennedy,John F. Kennedy,False,"Power is the hallmark of this offensive-power and discipline and deceit. The legitimate discontent of yearning people is exploited. The legitimate trappings of self-determination are employed. But once in power, all talk of discontent is repressed, all self-determination disappears, and the promise of a revolution of hope is betrayed, as in Cuba, into a reign of terror. Those who on instruction staged automatic ""riots"" in the streets of free nations over the efforts of a small group of young Cubans to regain their freedom should recall the long roll call of refugees who cannot now go back--to Hungary, to North Korea, to North Viet-Nam, to East Germany, or to Poland, or to any of the other lands from which a steady stream of refugees pours forth, in eloquent testimony to the cruel oppression now holding sway in their homeland.",5,2,0.5,0.5,era-distinctive-reference-v1
cold-war,Mature Cold War,1953,1980,5,communist china,Communist China,nation,24,18,5583,0,26948,0.004298764105319721,0.0,5.470239759128379,1.4286473695905675,3.8289642885746407,0,24,AI only,Communist China,,adversarial,/the-presidency/presidential-speeches/april-7-1965-address-johns-hopkins-university,6,"April 7, 1965: Address at Johns Hopkins University",https://millercenter.org/the-presidency/presidential-speeches/april-7-1965-address-johns-hopkins-university,Lyndon B. Johnson,Lyndon B. Johnson,False,"The confused nature of this conflict cannot mask the fact that it is the new face of an old enemy. Over this war--and all Asia--is another reality: the deepening shadow of Communist China. The rulers in Hanoi are urged on by Peking. This is a regime which has destroyed freedom in Tibet, which has attacked India, and has been condemned by the United Nations for aggression in Korea. It is a nation which is helping the forces of violence in almost every continent. The contest in Viet-Nam is part of a wider pattern of aggressive purposes.",5,2,0.5,0.5,era-distinctive-reference-v1
post-cold-war,Conservative turn & always-on presidency,1981,2016,1,saddam hussein,Saddam Hussein,person,73,23,6144,0,26387,0.011881510416666666,0.0,6.459717308441438,1.4190870455518,4.55202330871087,52,21,AI + NER,Saddam Hussein,Saddam Hussein,adversarial,/the-presidency/presidential-speeches/august-20-1992-republican-national-convention,7,"August 20, 1992: Republican National Convention",https://millercenter.org/the-presidency/presidential-speeches/august-20-1992-republican-national-convention,George H. W. Bush,George H. W. Bush,False,"Now, the Soviet bear may be gone, but there are still wolves in the woods. We saw that when Saddam Hussein invaded Kuwait. The Mideast might have become a nuclear powder keg, our energy supplies held hostage. So we did what was right and what was necessary. We destroyed a threat, freed a people, and locked a tyrant in the prison of his own country.",5,2,0.5,0.5,era-distinctive-reference-v1
post-cold-war,Conservative turn & always-on presidency,1981,2016,2,gorbachev,Gorbachev,person,59,17,6144,0,26387,0.009602864583333334,0.0,6.2461050139534935,1.4202144008759388,4.3980014637938565,49,10,AI + NER,Gorbachev,Gorbachev,neutral,/the-presidency/presidential-speeches/december-10-1987-address-nation-soviet-us-summit-meeting,0,"December 10, 1987: Address to the Nation on the Soviet-U.S. Summit Meeting",https://millercenter.org/the-presidency/presidential-speeches/december-10-1987-address-nation-soviet-us-summit-meeting,Ronald Reagan,Ronald Reagan,False,"Good evening. As I am speaking to you now, General Secretary Gorbachev is leaving on his return trip to the Soviet Union. His departure marks the end of three historic days here in Washington in which Mr. Gorbachev and I continued to build a foundation for better relations between our governments and our peoples. During these three days we took a step - only a first step, but still a critical one - toward building a more durable peace, indeed, a step that may be the most important taken since World War II to slow down the arms buildup.",5,2,0.5,0.5,era-distinctive-reference-v1
post-cold-war,Conservative turn & always-on presidency,1981,2016,3,somalia,Somalia,nation,17,8,6144,0,26387,0.0027669270833333335,0.0,5.0154516382437215,1.4343444330315764,3.49668567935475,17,0,AI + NER,Somalia,Somalia,neutral,/the-presidency/presidential-speeches/december-10-2009-acceptance-nobel-peace-prize,15,"December 10, 2009: Acceptance of Nobel Peace Prize",https://millercenter.org/the-presidency/presidential-speeches/december-10-2009-acceptance-nobel-peace-prize,Barack Obama,Barack Obama,False,"America alone cannot secure the peace. This is true in Afghanistan. This is true in failed states like Somalia, where terrorism and piracy is joined by famine and human suffering. And sadly, it will continue to be true in unstable regions for years to come. The leaders and soldiers of NATO countries, and other friends and allies, demonstrate this truth through the capacity and courage they've shown in Afghanistan. But in many countries, there is a disconnect between the efforts of those who serve and the ambivalence of the broader public. I understand why war is not popular, but I also know this: The belief that peace is desirable is rarely enough to achieve it. Peace requires responsibility. Peace entails sacrifice.",5,2,0.5,0.5,era-distinctive-reference-v1
post-cold-war,Conservative turn & always-on presidency,1981,2016,4,bosnia,Bosnia,nation,16,6,6144,0,26387,0.0026041666666666665,0.0,4.956447952841836,1.435551158754856,3.4526445975919633,15,1,AI + NER,Bosnia,Bosnia,neutral,/the-presidency/presidential-speeches/august-29-1996-remarks-democratic-national-convention,39,"August 29, 1996: Remarks at the Democratic National Convention",https://millercenter.org/the-presidency/presidential-speeches/august-29-1996-remarks-democratic-national-convention,Bill Clinton,Bill Clinton,False,"My fellow Americans, I want to build a bridge to the 21st century that makes sure we are still the nation with the world's strongest defense, that our foreign policy still advances the values of our American community in the community of nations. Our bridge to the future must include bridges to other nations, because we remain the world's indispensable nation to advance prosperity, peace, and freedom and to keep our own children safe from the dangers of terror and weapons of mass destruction. We have helped to bring democracy to Haiti and peace to Bosnia. Now the peace signed on the White House lawn between the Israelis and the Palestinians must embrace more of Israel's neighbors. The deep desire for peace that Hillary and I felt when we walked the streets of Belfast and Derry must become real for all the people of Northern Ireland.",5,2,0.5,0.5,era-distinctive-reference-v1
post-cold-war,Conservative turn & always-on presidency,1981,2016,5,michelle,Michelle,person,12,11,6144,0,26387,0.001953125,0.0,4.678163740892132,1.4422901796675052,3.2435662440484765,11,1,AI + NER,Michelle,Michelle,favorable,/the-presidency/presidential-speeches/april-8-2013-speech-gun-violence,23,"April 8, 2013: Speech on Gun Violence",https://millercenter.org/the-presidency/presidential-speeches/april-8-2013-speech-gun-violence,Barack Obama,Barack Obama,False,"I was in Colorado. I told a story about Michelle. She came back from a trip to rural Iowa; we were out there campaigning. Sometimes it would be miles between farms, let alone towns. And she said, you know, coming back, I can understand why somebody would want a gun for protection. If somebody drove up into the driveway and, Barack, you weren't home, the sheriff lived miles away, I might want that security. So she can understand what it might be like in terms of somebody wanting that kind of security.",5,2,0.5,0.5,era-distinctive-reference-v1
present,Platform-era intensification,2017,2026,1,biden,Biden,person,43,8,3411,0,29120,0.012606273819994136,0.0,6.622882970746754,1.4224344321827254,4.656019863484281,38,5,AI + NER,Biden,Biden,adversarial,/the-presidency/presidential-speeches/june-20-2020-campaign-rally-tulsa-oklahoma,7,"June 20, 2020: Campaign Rally in Tulsa, Oklahoma",https://millercenter.org/the-presidency/presidential-speeches/june-20-2020-campaign-rally-tulsa-oklahoma,Donald Trump,Donald Trump,False,"Do you ever notice that Biden, no, do you ever notice that Biden oftentimes gets the state wrong? He's in Iowa and he says it's good to be in Idaho. No, no, you're in Iowa. He's in New Hampshire and he says it's great to be in Ohio. No, no, no, you're in New Hampshire. That happens to him all the time, hasn't happened to me yet. When that happens, there's nothing you can do to make up for it. You might as well just walk off the stage because the speech is a disaster. Right, right. But we just turned the United States into the dominant energy superpower of the world, of the world. And because of the Chinese virus, what happened about three months ago, it looked like we were in big trouble and we were, and I got it back together. I called Russia. Right, I called Russia.",5,2,0.5,0.5,era-distinctive-reference-v1
present,Platform-era intensification,2017,2026,2,donald trump,Donald Trump,person,36,5,3411,0,29120,0.010554089709762533,0.0,6.44535837315935,1.4239830942643716,4.526288548733801,11,25,AI + NER,Donald Trump,Donald Trump,adversarial,/the-presidency/presidential-speeches/january-5-2024-speech-third-anniversary-january-6th-attack,8,"January 5, 2024: Speech on the Third Anniversary of the January 6th Attack",https://millercenter.org/the-presidency/presidential-speeches/january-5-2024-speech-third-anniversary-january-6th-attack,Joe Biden,Joe Biden,False,"He promised it would be ""wild,"" and it was. He told the crowd to ""fight like hell,"" and all hell was unleashed. He promised he would right them - right them. Everything they did, he would be side by side with them. Then, as usual, he left the dirty work to others. He retreated to the White House. As America was attacked from within, Donald Trump watched on TV in the private small dining room off my Oval - off the Oval Office.",5,2,0.5,0.5,era-distinctive-reference-v1
present,Platform-era intensification,2017,2026,3,isis,ISIS,group,29,21,3411,0,29120,0.008501905599530929,0.0,6.230364756353661,1.4262637499685975,4.368311791203301,28,1,AI + NER,ISIS,ISIS,adversarial,/the-presidency/presidential-speeches/february-28-2017-address-joint-session-congress,17,"February 28, 2017: Address to Joint Session of Congress",https://millercenter.org/the-presidency/presidential-speeches/february-28-2017-address-joint-session-congress,Donald Trump,Donald Trump,False,"That is why my Administration has been working on improved vetting procedures, and we will shortly take new steps to keep our Nation safe -- and to keep out those who would do us harm. As promised, I directed the Department of Defense to develop a plan to demolish and destroy ISIS -- a network of lawless savages that have slaughtered Muslims and Christians, and men, women, and children of all faiths and beliefs. We will work with our allies, including our friends and allies in the Muslim world, to extinguish this vile enemy from our planet.",5,2,0.5,0.5,era-distinctive-reference-v1
present,Platform-era intensification,2017,2026,4,ms-13,MS-13,group,17,10,3411,0,29120,0.004983875696276752,0.0,5.7046339802405965,1.434388995847731,3.9770480648933937,12,5,AI + NER,MS-13,MS-13,adversarial,/the-presidency/presidential-speeches/february-15-2019-speech-declaring-national-emergency,41,"February 15, 2019: Speech Declaring a National Emergency",https://millercenter.org/the-presidency/presidential-speeches/february-15-2019-speech-declaring-national-emergency,Donald Trump,Donald Trump,False,"The probably easiest one to win is on declaring a national emergency, because we're declaring it for virtual invasion purposes: drugs, traffickers, and gangs. And one of the things, just to finish: We have removed thousands of MS-13 gang monsters. Thousands. They're out of this country. We take them out by the thousands. And they are monsters. Okay. Do you have any questions? Yeah. John, go ahead.",5,2,0.5,0.5,era-distinctive-reference-v1
present,Platform-era intensification,2017,2026,5,vladimir putin,Vladimir Putin,person,17,5,3411,0,29120,0.004983875696276752,0.0,5.7046339802405965,1.434388995847731,3.9770480648933937,3,14,AI + NER,Vladimir Putin,Vladimir Putin,adversarial,/the-presidency/presidential-speeches/february-21-2023-remarks-one-year-anniversary-ukraine-war,0,"February 21, 2023: Remarks on the One-Year Anniversary of the Ukraine War",https://millercenter.org/the-presidency/presidential-speeches/february-21-2023-remarks-one-year-anniversary-ukraine-war,Joe Biden,Joe Biden,False,"THE PRESIDENT: Hello, Poland! One of our great allies. President Duda, Prime Minister - Mr. Prime Minister, Mr. Mayor, and to all the former ministers and presidents, as well as mayors and Polish political leaders from all across the country: Thank you for welcoming me back to Poland. You know, it was nearly one year ago, nearly one year ago I spoke at the Royal Castle here in Warsaw, just weeks after Vladimir Putin had unleashed his murderous assault on Ukraine. The largest land war in Europe since World War Two had begun. And the principles that had been the cornerstone of peace, prosperity, and stability on this planet for more than 75 years were at risk of being shattered.",5,2,0.5,0.5,era-distinctive-reference-v1
