candidate_id,edge_id,source_president_profile_id,source_president_name,target_president_profile_id,target_president_name,doc_name,para_idx,speech_date,story_era_id,story_era_label,speech_title,source_url,raw_mention,function,stance,evidence_span,rationale,quotation_status,target_status,rubric_version,evidence_status,annotation_speaker,source_document_owner_profile_id,source_document_owner,cross_owner
3e96c22fb23967dec0a1e55e,invocation_edge_4958851f49cd52497ceaaa28aea31bece25d4f8f6f85b5ace4b38b2540b0355b,barack-obama,Barack Obama,thomas-jefferson,Thomas Jefferson,/the-presidency/presidential-speeches/june-4-2009-address-cairo-university,20,2009-06-04,post-cold-war,Conservative turn & always-on presidency,"June 4, 2009: Address at Cairo University",https://millercenter.org/the-presidency/presidential-speeches/june-4-2009-address-cairo-university,Thomas Jefferson,other/unclear,positive,"Indeed, we can recall the words of Thomas Jefferson, who said: ""I hope that our wisdom will grow with our power and teach us that the less we use our power, the greater it will",Fixed-rubric classification from the supplied sentence context.,deliberate_quotation,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,Barack Obama,barack-obama,Barack Obama,false
8a2183becd6f9af8d77eb605,invocation_edge_4958851f49cd52497ceaaa28aea31bece25d4f8f6f85b5ace4b38b2540b0355b,barack-obama,Barack Obama,thomas-jefferson,Thomas Jefferson,/the-presidency/presidential-speeches/march-7-2015-remarks-50th-anniversary-selma-marches,10,2015-03-07,post-cold-war,Conservative turn & always-on presidency,"March 7, 2015: Remarks at the 50th Anniversary of the Selma Marches",https://millercenter.org/the-presidency/presidential-speeches/march-7-2015-remarks-50th-anniversary-selma-marches,Jefferson,historical comparison,positive,"For founders like Franklin and Jefferson, for leaders like Lincoln and FDR, the success of our experiment in self-government rested on engaging all of our citizens in this work.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,Barack Obama,barack-obama,Barack Obama,false
1ba2235c4146d0719107e764,invocation_edge_4958851f49cd52497ceaaa28aea31bece25d4f8f6f85b5ace4b38b2540b0355b,barack-obama,Barack Obama,thomas-jefferson,Thomas Jefferson,/the-presidency/presidential-speeches/may-15-2016-commencement-address-rutgers-university,23,2016-05-15,post-cold-war,Conservative turn & always-on presidency,"May 15, 2016: Commencement Address at Rutgers University",https://millercenter.org/the-presidency/presidential-speeches/may-15-2016-commencement-address-rutgers-university,Jefferson,ceremonial/biographical,neutral,"Look, our nation's Founders -- Franklin, Madison, Hamilton, Jefferson -- they were born of the Enlightenment.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,Barack Obama,barack-obama,Barack Obama,false
5b57382d1b426f90fae75679,invocation_edge_4b4ef2c7a8d05a608f73d16bd0cd11ede85a4e2640acf90064dfc4136f2b1c3b,john-f-kennedy,John F. Kennedy,franklin-d-roosevelt,Franklin D. Roosevelt,/the-presidency/presidential-speeches/july-15-1960-acceptance-democratic-party-nomination,5,1960-07-15,cold-war,Mature Cold War,"July 15, 1960: Acceptance of the Democratic Party Nomination",https://millercenter.org/the-presidency/presidential-speeches/july-15-1960-acceptance-democratic-party-nomination,Franklin Roosevelt,other/unclear,neutral,"But after Buchanan, this nation needed a Lincoln - after Taft, we needed a Wilson - after Hoover we needed Franklin Roosevelt .",Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,John F. Kennedy,john-f-kennedy,John F. Kennedy,false
23e7ef78132845106a7d8242,invocation_edge_4b4ef2c7a8d05a608f73d16bd0cd11ede85a4e2640acf90064dfc4136f2b1c3b,john-f-kennedy,John F. Kennedy,franklin-d-roosevelt,Franklin D. Roosevelt,/the-presidency/presidential-speeches/july-15-1960-acceptance-democratic-party-nomination,13,1960-07-15,cold-war,Mature Cold War,"July 15, 1960: Acceptance of the Democratic Party Nomination",https://millercenter.org/the-presidency/presidential-speeches/july-15-1960-acceptance-democratic-party-nomination,Franklin Roosevelt,other/unclear,neutral,Franklin Roosevelt's New Deal promised security and succor to those in need.,Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,John F. Kennedy,john-f-kennedy,John F. Kennedy,false
bd1f3e162eaa1f759544bee8,invocation_edge_4b4ef2c7a8d05a608f73d16bd0cd11ede85a4e2640acf90064dfc4136f2b1c3b,john-f-kennedy,John F. Kennedy,franklin-d-roosevelt,Franklin D. Roosevelt,/the-presidency/presidential-speeches/september-26-1960-debate-richard-nixon-chicago,9,1960-09-26,cold-war,Mature Cold War,"September 26, 1960: Debate with Richard Nixon in Chicago",https://millercenter.org/the-presidency/presidential-speeches/september-26-1960-debate-richard-nixon-chicago,Franklin Roosevelt,other/unclear,positive,The reason Franklin Roosevelt was a good neighbor in Latin America was because he was a good neighbor in the United States.,Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,John F. Kennedy,john-f-kennedy,John F. Kennedy,false
dd38327cc975ce998c8acbfc,invocation_edge_4b4ef2c7a8d05a608f73d16bd0cd11ede85a4e2640acf90064dfc4136f2b1c3b,john-f-kennedy,John F. Kennedy,franklin-d-roosevelt,Franklin D. Roosevelt,/the-presidency/presidential-speeches/september-26-1960-debate-richard-nixon-chicago,9,1960-09-26,cold-war,Mature Cold War,"September 26, 1960: Debate with Richard Nixon in Chicago",https://millercenter.org/the-presidency/presidential-speeches/september-26-1960-debate-richard-nixon-chicago,Franklin Roosevelt,other/unclear,neutral,"In 1933, Franklin Roosevelt said in his inaugural that this generation of Americans has a rendezvous with destiny.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,John F. Kennedy,john-f-kennedy,John F. Kennedy,false
326ba3278ffcdcb725fa4995,invocation_edge_4b4ef2c7a8d05a608f73d16bd0cd11ede85a4e2640acf90064dfc4136f2b1c3b,john-f-kennedy,John F. Kennedy,franklin-d-roosevelt,Franklin D. Roosevelt,/the-presidency/presidential-speeches/september-26-1960-debate-richard-nixon-chicago,87,1960-09-26,cold-war,Mature Cold War,"September 26, 1960: Debate with Richard Nixon in Chicago",https://millercenter.org/the-presidency/presidential-speeches/september-26-1960-debate-richard-nixon-chicago,Franklin Roosevelt,historical comparison,neutral,"But if you feel that we have to move again in the sixties, that the function of the president is to set before the people the unfinished business of our society as Franklin Roosevelt did in the thirties, the agenda for our people - what we must do as a society to meet our needs in this country and protect our security and help the cause of freedom.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,John F. Kennedy,john-f-kennedy,John F. Kennedy,false
3d07ddb1c55c39d36f868d1e,invocation_edge_4b4ef2c7a8d05a608f73d16bd0cd11ede85a4e2640acf90064dfc4136f2b1c3b,john-f-kennedy,John F. Kennedy,franklin-d-roosevelt,Franklin D. Roosevelt,/the-presidency/presidential-speeches/october-7-1960-debate-richard-nixon-washington-dc,28,1960-10-07,cold-war,Mature Cold War,"October 7, 1960: Debate with Richard Nixon in Washington, D.C.",https://millercenter.org/the-presidency/presidential-speeches/october-7-1960-debate-richard-nixon-washington-dc,Franklin Roosevelt,other/unclear,neutral,"Unless the president speaks, then of course uh - the country doesn't speak, and Franklin Roosevelt said: ""The pre - uh - the presidency of the United States is above all a place of moral",Fixed-rubric classification from the supplied sentence context.,deliberate_quotation,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,John F. Kennedy,john-f-kennedy,John F. Kennedy,false
aea773405bcafa055e2574d8,invocation_edge_4b4ef2c7a8d05a608f73d16bd0cd11ede85a4e2640acf90064dfc4136f2b1c3b,john-f-kennedy,John F. Kennedy,franklin-d-roosevelt,Franklin D. Roosevelt,/the-presidency/presidential-speeches/october-21-1960-debate-richard-nixon-new-york,30,1960-10-21,cold-war,Mature Cold War,"October 21, 1960: Debate with Richard Nixon in New York",https://millercenter.org/the-presidency/presidential-speeches/october-21-1960-debate-richard-nixon-new-york,Franklin Roosevelt,historical comparison,neutral,If the United States had stronger prestige and influence in Latin America it could persuade - as Franklin Roosevelt did in 1940 - the countries of Latin America to join in an economic quarantine of Castro.,Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,John F. Kennedy,john-f-kennedy,John F. Kennedy,false
917f9d26cbf895783973a5a3,invocation_edge_4b4ef2c7a8d05a608f73d16bd0cd11ede85a4e2640acf90064dfc4136f2b1c3b,john-f-kennedy,John F. Kennedy,franklin-d-roosevelt,Franklin D. Roosevelt,/the-presidency/presidential-speeches/october-21-1960-debate-richard-nixon-new-york,65,1960-10-21,cold-war,Mature Cold War,"October 21, 1960: Debate with Richard Nixon in New York",https://millercenter.org/the-presidency/presidential-speeches/october-21-1960-debate-richard-nixon-new-york,Franklin Roosevelt,historical comparison,neutral,"And I believe if we identify ourselves with that force, if we identify ourselves with it as Lincoln, as Wilson did, as Franklin Roosevelt did, if we become known as the friend of freedom, sustaining freedom, helping freedom, helping these people in the fight against poverty and ignorance and disease, helping them build their lives, I believe in Latin America, Africa, and Asia, eventually in the Eastern Europe and the Middle East, certainly in Western Europe, we can strengthen freedom.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,John F. Kennedy,john-f-kennedy,John F. Kennedy,false
273e99d49e4822842d85806e,invocation_edge_4b4ef2c7a8d05a608f73d16bd0cd11ede85a4e2640acf90064dfc4136f2b1c3b,john-f-kennedy,John F. Kennedy,franklin-d-roosevelt,Franklin D. Roosevelt,/the-presidency/presidential-speeches/october-21-1960-debate-richard-nixon-new-york,82,1960-10-21,cold-war,Mature Cold War,"October 21, 1960: Debate with Richard Nixon in New York",https://millercenter.org/the-presidency/presidential-speeches/october-21-1960-debate-richard-nixon-new-york,President Roosevelt,other/unclear,neutral,"It opposed all of the programs of President Roosevelt and others - the minimum wage and for housing and economic growth and development of our natural resources, the Tennessee Valley and all the rest.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,John F. Kennedy,john-f-kennedy,John F. Kennedy,false
d6e98dc46f53b728c46a2b0c,invocation_edge_4b4ef2c7a8d05a608f73d16bd0cd11ede85a4e2640acf90064dfc4136f2b1c3b,john-f-kennedy,John F. Kennedy,franklin-d-roosevelt,Franklin D. Roosevelt,/the-presidency/presidential-speeches/october-21-1960-debate-richard-nixon-new-york,82,1960-10-21,cold-war,Mature Cold War,"October 21, 1960: Debate with Richard Nixon in New York",https://millercenter.org/the-presidency/presidential-speeches/october-21-1960-debate-richard-nixon-new-york,Franklin Roosevelt,other/unclear,neutral,"And I believe that if we can get a party which believes in movement, which believes in going ahead, then we can reestablish our position in the world - strong defense, strong in economic growth, justice for our people, co- guarantee of constitutional rights, so that people will believe that we practice what we preach, and then around the world, particularly to try to reestablish the atmosphere which existed in Latin America at the time of Franklin Roosevelt.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,John F. Kennedy,john-f-kennedy,John F. Kennedy,false
8c38107cc84eac4c05cf2781,invocation_edge_4b4ef2c7a8d05a608f73d16bd0cd11ede85a4e2640acf90064dfc4136f2b1c3b,john-f-kennedy,John F. Kennedy,franklin-d-roosevelt,Franklin D. Roosevelt,/the-presidency/presidential-speeches/october-21-1960-debate-richard-nixon-new-york,84,1960-10-21,cold-war,Mature Cold War,"October 21, 1960: Debate with Richard Nixon in New York",https://millercenter.org/the-presidency/presidential-speeches/october-21-1960-debate-richard-nixon-new-york,Franklin Roosevelt,other/unclear,neutral,Franklin Roosevelt said in 1936 that that generation of Americans had a rendezvous with destiny.,Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,John F. Kennedy,john-f-kennedy,John F. Kennedy,false
0f10d0103e31fa424f0ce9d7,invocation_edge_4b4ef2c7a8d05a608f73d16bd0cd11ede85a4e2640acf90064dfc4136f2b1c3b,john-f-kennedy,John F. Kennedy,franklin-d-roosevelt,Franklin D. Roosevelt,/the-presidency/presidential-speeches/december-7-1961-address-miami-opening-afl-cio-convention,2,1961-12-07,cold-war,Mature Cold War,"December 7, 1961: Address in Miami at the Opening of the AFL-CIO Convention",https://millercenter.org/the-presidency/presidential-speeches/december-7-1961-address-miami-opening-afl-cio-convention,Franklin Roosevelt,ceremonial/biographical,neutral,"I suppose, really, the only two dates that most people remember where they were, were Pearl Harbor and the death of President Franklin Roosevelt.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,John F. Kennedy,john-f-kennedy,John F. Kennedy,false
9a903f07c66bb7f31661923a,invocation_edge_4b4ef2c7a8d05a608f73d16bd0cd11ede85a4e2640acf90064dfc4136f2b1c3b,john-f-kennedy,John F. Kennedy,franklin-d-roosevelt,Franklin D. Roosevelt,/the-presidency/presidential-speeches/december-7-1961-address-miami-opening-afl-cio-convention,37,1961-12-07,cold-war,Mature Cold War,"December 7, 1961: Address in Miami at the Opening of the AFL-CIO Convention",https://millercenter.org/the-presidency/presidential-speeches/december-7-1961-address-miami-opening-afl-cio-convention,Roosevelt,other/unclear,neutral,"And I come to Miami today and ask your help, as on other occasions other Presidents of the United States, stretching back to the time of Woodrow Wilson and Roosevelt and Truman, have come to the AF of L and the CIO--and each time this organization has said yes.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,John F. Kennedy,john-f-kennedy,John F. Kennedy,false
729740240d29b0967b1a05cd,invocation_edge_4b4ef2c7a8d05a608f73d16bd0cd11ede85a4e2640acf90064dfc4136f2b1c3b,john-f-kennedy,John F. Kennedy,franklin-d-roosevelt,Franklin D. Roosevelt,/the-presidency/presidential-speeches/june-11-1962-yale-university-commencement,8,1962-06-11,cold-war,Mature Cold War,"June 11, 1962: Yale University Commencement",https://millercenter.org/the-presidency/presidential-speeches/june-11-1962-yale-university-commencement,President Roosevelt,other/unclear,neutral,"Thus President Roosevelt outspent President Hoover, and with allowances for the special case of the Second World War, President Truman outspent President Roosevelt.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,John F. Kennedy,john-f-kennedy,John F. Kennedy,false
a862699e74c9e0665cc0f222,invocation_edge_4b4ef2c7a8d05a608f73d16bd0cd11ede85a4e2640acf90064dfc4136f2b1c3b,john-f-kennedy,John F. Kennedy,franklin-d-roosevelt,Franklin D. Roosevelt,/the-presidency/presidential-speeches/june-11-1962-yale-university-commencement,8,1962-06-11,cold-war,Mature Cold War,"June 11, 1962: Yale University Commencement",https://millercenter.org/the-presidency/presidential-speeches/june-11-1962-yale-university-commencement,President Roosevelt,other/unclear,neutral,"Thus President Roosevelt outspent President Hoover, and with allowances for the special case of the Second World War, President Truman outspent President Roosevelt.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,John F. Kennedy,john-f-kennedy,John F. Kennedy,false
f9843107c98381884bcfa75c,invocation_edge_4b4ef2c7a8d05a608f73d16bd0cd11ede85a4e2640acf90064dfc4136f2b1c3b,john-f-kennedy,John F. Kennedy,franklin-d-roosevelt,Franklin D. Roosevelt,/the-presidency/presidential-speeches/september-26-1963-address-mormon-tabernacle,6,1963-09-26,cold-war,Mature Cold War,"September 26, 1963: Address at the Mormon Tabernacle",https://millercenter.org/the-presidency/presidential-speeches/september-26-1963-address-mormon-tabernacle,Franklin Roosevelt,historical comparison,neutral,"As Theodore and Franklin Roosevelt and Gifford Pinchot did it in years past, we must do it in the 1960's and 1970's.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,John F. Kennedy,john-f-kennedy,John F. Kennedy,false
29acffad3684840dab51ac0b,invocation_edge_4b4ef2c7a8d05a608f73d16bd0cd11ede85a4e2640acf90064dfc4136f2b1c3b,john-f-kennedy,John F. Kennedy,franklin-d-roosevelt,Franklin D. Roosevelt,/the-presidency/presidential-speeches/october-26-1963-remarks-amherst-college,0,1963-10-26,cold-war,Mature Cold War,"October 26, 1963: Remarks at Amherst College",https://millercenter.org/the-presidency/presidential-speeches/october-26-1963-remarks-amherst-college,Franklin Roosevelt,other/unclear,neutral,"And, therefore, I was privileged to accept the invitation somewhat rendered to me in the same way that Franklin Roosevelt rendered his invitation to Mr.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,John F. Kennedy,john-f-kennedy,John F. Kennedy,false
bfbba66954aa97ede3f78cee,invocation_edge_4b89e9835fd0064da976bfd1a3a59dea97913e806dbbaa2e0ff412f0c1805cd3,theodore-roosevelt,Theodore Roosevelt,william-mckinley,William McKinley,/the-presidency/presidential-speeches/september-14-1901-announcement-death-president-mckinley,0,1901-09-14,gilded-age,Administrative-industrial order,"September 14, 1901: Announcement of the Death of President McKinley",https://millercenter.org/the-presidency/presidential-speeches/september-14-1901-announcement-death-president-mckinley,President McKinley,ceremonial/biographical,neutral,"President McKinley crowned a life of largest love for his fellow men, of earnest endeavor for their welfare, by a death of Christian fortitude; and both the way in which he lived his life and the way in which, in the supreme hour of trial, he met his death will remain forever a precious heritage of our people.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,Theodore Roosevelt,theodore-roosevelt,Theodore Roosevelt,false
89ff60f5a3d8e036c31d3c62,invocation_edge_4b89e9835fd0064da976bfd1a3a59dea97913e806dbbaa2e0ff412f0c1805cd3,theodore-roosevelt,Theodore Roosevelt,william-mckinley,William McKinley,/the-presidency/presidential-speeches/december-3-1901-first-annual-message,0,1901-12-03,gilded-age,Administrative-industrial order,"December 3, 1901: First Annual Message",https://millercenter.org/the-presidency/presidential-speeches/december-3-1901-first-annual-message,President McKinley,other/unclear,mixed,"President McKinley was killed by an utterly depraved criminal belonging to that body of criminals who object to all governments, good and bad alike, who are against any form of popular liberty if it is guaranteed by even the most just and liberal laws, and who are as hostile to the upright exponent of a free people's sober will as to the tyrannical and irresponsible despot.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,Theodore Roosevelt,theodore-roosevelt,Theodore Roosevelt,false
f292f71dcfbe5ce1564b02c8,invocation_edge_4b89e9835fd0064da976bfd1a3a59dea97913e806dbbaa2e0ff412f0c1805cd3,theodore-roosevelt,Theodore Roosevelt,william-mckinley,William McKinley,/the-presidency/presidential-speeches/december-3-1901-first-annual-message,0,1901-12-03,gilded-age,Administrative-industrial order,"December 3, 1901: First Annual Message",https://millercenter.org/the-presidency/presidential-speeches/december-3-1901-first-annual-message,President McKinley,ceremonial/biographical,neutral,"On the sixth of September, President McKinley was shot by an anarchist while attending the Pan-American Exposition at Buffalo, and died in that city on the fourteenth of that month.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,Theodore Roosevelt,theodore-roosevelt,Theodore Roosevelt,false
490912144ce216bea94a0676,invocation_edge_4b89e9835fd0064da976bfd1a3a59dea97913e806dbbaa2e0ff412f0c1805cd3,theodore-roosevelt,Theodore Roosevelt,william-mckinley,William McKinley,/the-presidency/presidential-speeches/december-3-1901-first-annual-message,1,1901-12-03,gilded-age,Administrative-industrial order,"December 3, 1901: First Annual Message",https://millercenter.org/the-presidency/presidential-speeches/december-3-1901-first-annual-message,President McKinley,ceremonial/biographical,neutral,It is not too much to say that at the time of President McKinley's death he was the most widely loved man in all the United States; while we have never had any public man of his position who has been so wholly free from the bitter animosities incident to public life.,Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,Theodore Roosevelt,theodore-roosevelt,Theodore Roosevelt,false
6b878eefede2fc9e016d49d2,invocation_edge_4b89e9835fd0064da976bfd1a3a59dea97913e806dbbaa2e0ff412f0c1805cd3,theodore-roosevelt,Theodore Roosevelt,william-mckinley,William McKinley,/the-presidency/presidential-speeches/december-3-1901-first-annual-message,2,1901-12-03,gilded-age,Administrative-industrial order,"December 3, 1901: First Annual Message",https://millercenter.org/the-presidency/presidential-speeches/december-3-1901-first-annual-message,President McKinley,other/unclear,neutral,"President McKinley was a man of moderate means, a man whose stock sprang from the sturdy tillers of the soil, who had himself belonged among the wage-workers, who had entered the Army as a private soldier.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,Theodore Roosevelt,theodore-roosevelt,Theodore Roosevelt,false
0715477f1e40bb97831ef30a,invocation_edge_4b89e9835fd0064da976bfd1a3a59dea97913e806dbbaa2e0ff412f0c1805cd3,theodore-roosevelt,Theodore Roosevelt,william-mckinley,William McKinley,/the-presidency/presidential-speeches/december-3-1901-first-annual-message,3,1901-12-03,gilded-age,Administrative-industrial order,"December 3, 1901: First Annual Message",https://millercenter.org/the-presidency/presidential-speeches/december-3-1901-first-annual-message,President McKinley,institutional precedent,neutral,"President McKinley filled that political office for which the entire people vote, and no President not even Lincoln himself--was ever more earnestly anxious to represent the well thought-out wishes of the people; his one anxiety in every crisis was to keep in closest touch with the people--to find out what they thought and to endeavor to give expression to their thought, after having endeavored to guide that thought aright.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,Theodore Roosevelt,theodore-roosevelt,Theodore Roosevelt,false
07ca74625990c50e9dcb3d19,invocation_edge_4b89e9835fd0064da976bfd1a3a59dea97913e806dbbaa2e0ff412f0c1805cd3,theodore-roosevelt,Theodore Roosevelt,william-mckinley,William McKinley,/the-presidency/presidential-speeches/december-3-1901-first-annual-message,7,1901-12-03,gilded-age,Administrative-industrial order,"December 3, 1901: First Annual Message",https://millercenter.org/the-presidency/presidential-speeches/december-3-1901-first-annual-message,President McKinley,policy inheritance,neutral,President McKinley was as emphatically the embodiment of the popular will of the Nation expressed through the forms of law as a New England town meeting is in similar fashion the embodiment of the law-abiding purpose and practice of the people of the town.,Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,Theodore Roosevelt,theodore-roosevelt,Theodore Roosevelt,false
5ba9a8293fc8598ec06da48f,invocation_edge_4b89e9835fd0064da976bfd1a3a59dea97913e806dbbaa2e0ff412f0c1805cd3,theodore-roosevelt,Theodore Roosevelt,william-mckinley,William McKinley,/the-presidency/presidential-speeches/december-3-1901-first-annual-message,142,1901-12-03,gilded-age,Administrative-industrial order,"December 3, 1901: First Annual Message",https://millercenter.org/the-presidency/presidential-speeches/december-3-1901-first-annual-message,President McKinley,ceremonial/biographical,neutral,"When President McKinley died, our Nation in turn received from every quarter of the British Empire expressions of grief and sympathy no less sincere.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,Theodore Roosevelt,theodore-roosevelt,Theodore Roosevelt,false
6b45666a06c44bc5f06d5ae9,invocation_edge_4b89e9835fd0064da976bfd1a3a59dea97913e806dbbaa2e0ff412f0c1805cd3,theodore-roosevelt,Theodore Roosevelt,william-mckinley,William McKinley,/the-presidency/presidential-speeches/june-13-1902-message-regarding-us-cuban-relations,1,1902-06-13,gilded-age,Administrative-industrial order,"June 13, 1902: Message Regarding US-Cuban Relations",https://millercenter.org/the-presidency/presidential-speeches/june-13-1902-message-regarding-us-cuban-relations,President McKinley,other/unclear,neutral,"This recommendation was merely giving practical effect to President McKinley's words, when, in his messages of December 5, 1898, and December 5, 1899, he wrote: It is important that our relations with this people (of Cuba) shall be of the most friendly character and our commercial relations close and reciprocal.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,Theodore Roosevelt,theodore-roosevelt,Theodore Roosevelt,false
329e3ef574a6084cab1ccc1b,invocation_edge_4b89e9835fd0064da976bfd1a3a59dea97913e806dbbaa2e0ff412f0c1805cd3,theodore-roosevelt,Theodore Roosevelt,william-mckinley,William McKinley,/the-presidency/presidential-speeches/december-7-1903-third-annual-message,75,1903-12-07,gilded-age,Administrative-industrial order,"December 7, 1903: Third Annual Message",https://millercenter.org/the-presidency/presidential-speeches/december-7-1903-third-annual-message,President McKinley,institutional precedent,neutral,"President McKinley appointed five men who had been active and prominent in the public charities in Washington, all of whom upon taking office July 1, 1900, resigned from the different charities with which they had been connected.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,Theodore Roosevelt,theodore-roosevelt,Theodore Roosevelt,false
73aa24328b240425f7f091cb,invocation_edge_4b89e9835fd0064da976bfd1a3a59dea97913e806dbbaa2e0ff412f0c1805cd3,theodore-roosevelt,Theodore Roosevelt,william-mckinley,William McKinley,/the-presidency/presidential-speeches/december-5-1905-fifth-annual-message,54,1905-12-05,gilded-age,Administrative-industrial order,"December 5, 1905: Fifth Annual Message",https://millercenter.org/the-presidency/presidential-speeches/december-5-1905-fifth-annual-message,McKinley,other/unclear,neutral,"During the administrations of Presidents Cleveland, Harrison, and McKinley the State Department exercised its influence, through diplomatic channels, to prevent unjust discrimination by foreign countries against American insurance companies.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,Theodore Roosevelt,theodore-roosevelt,Theodore Roosevelt,false
b289735dc3e5edff68d2e96e,invocation_edge_4b89e9835fd0064da976bfd1a3a59dea97913e806dbbaa2e0ff412f0c1805cd3,theodore-roosevelt,Theodore Roosevelt,william-mckinley,William McKinley,/the-presidency/presidential-speeches/december-5-1905-fifth-annual-message,131,1905-12-05,gilded-age,Administrative-industrial order,"December 5, 1905: Fifth Annual Message",https://millercenter.org/the-presidency/presidential-speeches/december-5-1905-fifth-annual-message,President McKinley,other/unclear,neutral,"Seven years ago my lamented predecessor, President McKinley, stated that the time had come for the Nation to care for the graves of the Confederate dead.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,Theodore Roosevelt,theodore-roosevelt,Theodore Roosevelt,false
11a1f61c13cd8e04fc7f4fbb,invocation_edge_4c5ec92cf47741a4b4e96eb9b9644c3ecfa8a953d5a61e74854d02090cbb4135,donald-trump,Donald Trump,thomas-jefferson,Thomas Jefferson,/the-presidency/presidential-speeches/january-30-2018-state-union-address,60,2018-01-31,present,Platform-era intensification,"January 30, 2018: State of the Union Address",https://millercenter.org/the-presidency/presidential-speeches/january-30-2018-state-union-address,Jefferson,other/unclear,neutral,Monuments to Washington and Jefferson - to Lincoln and King.,Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,Donald Trump,donald-trump,Donald Trump,false
a3c2b1591e55c9cb9e1913b8,invocation_edge_4c5ec92cf47741a4b4e96eb9b9644c3ecfa8a953d5a61e74854d02090cbb4135,donald-trump,Donald Trump,thomas-jefferson,Thomas Jefferson,/the-presidency/presidential-speeches/june-20-2020-campaign-rally-tulsa-oklahoma,34,2020-06-20,present,Platform-era intensification,"June 20, 2020: Campaign Rally in Tulsa, Oklahoma",https://millercenter.org/the-presidency/presidential-speeches/june-20-2020-campaign-rally-tulsa-oklahoma,Thomas Jefferson,other/unclear,neutral,The left-wing anarchists tore down a statue of Thomas Jefferson.,Fixed-rubric classification from the supplied sentence context.,narration,former_president,invocation-v2-rubric-1,AI-classified; not human-validated,Donald Trump,donald-trump,Donald Trump,false
