schema_version,contract_version,receipt_id,edge_id,scope_type,scope_id,scope_label,president_profile_id,president_name,topic_id,topic_level,topic_label,doc_name,para_idx,appearance_id,actual_speaker_profile_id,actual_speaker,source_document_owner_profile_id,source_document_owner,cross_owner,story_era_id,story_era_label,speech_date,speech_title,source_url,evidence_excerpt,selection_role,selection_position,evidence_policy
actual-speaker-topic-evidence-v1,actual-speaker-topic-network-v1,receipt_827a2b04dafc347250280779be66296d7046ae8764f8392736bbb2d3207f16ed,edge_11e2355e6dd3fc3011cb86653352bc9688d9e46f3099c7d01b481b403ba304b4,corpus,all-corpus,All eligible corpus,william-mckinley,William McKinley,topic_c092ca5bdad12513ef74aa364f2bf7a6db5cb739f929d0f0ef4779e5c868cbcd,level1,Infrastructure & Internal Improvements,/the-presidency/presidential-speeches/september-5-1901-speech-buffalo-new-york,4,appearance_d6d84ed3b5c1e68bef7b3f152f546d01871637ce45977640bc6488742c917b0c,william-mckinley,William McKinley,william-mckinley,William McKinley,False,gilded-age,Administrative-industrial order,1901-09-05,"September 5, 1901: Speech in Buffalo, New York",https://millercenter.org/the-presidency/presidential-speeches/september-5-1901-speech-buffalo-new-york,"Modern inventions have brought into close relation widely separated peoples and made them better acquainted. Geographic and political divisions will continue to exist, but distances have been effaced. Swift ships and swift trains are becoming cosmopolitan. They invade fields Which a few years ago were impenetrable. The world's products are exchanged as neve…",last,5,"Deterministic audit examples, not representative samples or historical proof: select the first, lower-middle, and last qualifying actual-speaker appearance chronologically, deduplicate appearances, and take the lowest qualifying paragraph index within each selected appearance."
actual-speaker-topic-evidence-v1,actual-speaker-topic-network-v1,receipt_2d9ca26164b648fa44e42eab53014fa9b7a238243441b9f0bc54c85bf6fb5954,edge_abe52f3af8367a2ba3b3a9a59b251baeeba35b3d6f4f0773f339e02660c186eb,corpus,all-corpus,All eligible corpus,william-taft,William Taft,topic_c092ca5bdad12513ef74aa364f2bf7a6db5cb739f929d0f0ef4779e5c868cbcd,level1,Infrastructure & Internal Improvements,/the-presidency/presidential-speeches/march-4-1909-inaugural-address,9,appearance_bc44bb76ef6e9e187bc0855ac910140e057fd854a0649642d8936861951f5189,william-taft,William Taft,william-taft,William Taft,False,gilded-age,Administrative-industrial order,1909-03-04,"March 4, 1909: Inaugural Address",https://millercenter.org/the-presidency/presidential-speeches/march-4-1909-inaugural-address,"Whilesome of them, like the reclamation of and lands, are made to pay for themselves,others are of such an indirect benefit that this cannot be expected ofthem. A permanent improvement, like the Panama Canal, should be treatedas a distinct enterprise, and should be paid for by the proceeds of bonds,the issue of which will distribute its cost between the pre…",first,0,"Deterministic audit examples, not representative samples or historical proof: select the first, lower-middle, and last qualifying actual-speaker appearance chronologically, deduplicate appearances, and take the lowest qualifying paragraph index within each selected appearance."
actual-speaker-topic-evidence-v1,actual-speaker-topic-network-v1,receipt_1b887e248e7b5cdc9ea1e4d6c638a16cb1083ef7c5bc6296e44b90565f22a256,edge_abe52f3af8367a2ba3b3a9a59b251baeeba35b3d6f4f0773f339e02660c186eb,corpus,all-corpus,All eligible corpus,william-taft,William Taft,topic_c092ca5bdad12513ef74aa364f2bf7a6db5cb739f929d0f0ef4779e5c868cbcd,level1,Infrastructure & Internal Improvements,/the-presidency/presidential-speeches/january-14-1910-message-regarding-environmental-preservation,9,appearance_d59802551e12cf6d721996a8753e5d19d0a598ea0501f52943306fa9450701be,william-taft,William Taft,william-taft,William Taft,False,gilded-age,Administrative-industrial order,1910-01-14,"January 14, 1910: Message Regarding Environmental Preservation",https://millercenter.org/the-presidency/presidential-speeches/january-14-1910-message-regarding-environmental-preservation,I do not think it necessary to go into a discussion of this somewhat mooted question of law. It seems to me sufficient to say that the man who owns and controls the land along the stream from which the power is to be converted and transmitted owns land which is indispensable to the conversion and use of that power. I can not conceive how the power in stream…,middle,2,"Deterministic audit examples, not representative samples or historical proof: select the first, lower-middle, and last qualifying actual-speaker appearance chronologically, deduplicate appearances, and take the lowest qualifying paragraph index within each selected appearance."
actual-speaker-topic-evidence-v1,actual-speaker-topic-network-v1,receipt_02a4103e7a5dfaf706c086a0af38943301e9219c2befa580be0f083a18e58c64,edge_abe52f3af8367a2ba3b3a9a59b251baeeba35b3d6f4f0773f339e02660c186eb,corpus,all-corpus,All eligible corpus,william-taft,William Taft,topic_c092ca5bdad12513ef74aa364f2bf7a6db5cb739f929d0f0ef4779e5c868cbcd,level1,Infrastructure & Internal Improvements,/the-presidency/presidential-speeches/december-3-1912-fourth-annual-message,47,appearance_763634518e8a6cfdc7c5e52d46ab25b863036316e13dedf02b28311f63ff47ed,william-taft,William Taft,william-taft,William Taft,False,gilded-age,Administrative-industrial order,1912-12-03,"December 3, 1912: Fourth Annual Message",https://millercenter.org/the-presidency/presidential-speeches/december-3-1912-fourth-annual-message,"IMPERIAL VALLEY AND MEXICO In order to make possible the more effective performance of the work necessary for the confinement in their present channel of the waters of the lower Colorado River, and thus to protect the people of the Imperial Valley, as well as in order to reach with the Government of Mexico an understanding regarding the distribution of the…",last,5,"Deterministic audit examples, not representative samples or historical proof: select the first, lower-middle, and last qualifying actual-speaker appearance chronologically, deduplicate appearances, and take the lowest qualifying paragraph index within each selected appearance."
actual-speaker-topic-evidence-v1,actual-speaker-topic-network-v1,receipt_cd927ce2880f2acfb1e797ff24f54b09a7aef9ab0b2b8a5965c8c482d8101b4d,edge_df66576aefb601a20880548b0a44908402b0995ef667e84f87f9b12d2700a30b,corpus,all-corpus,All eligible corpus,woodrow-wilson,Woodrow Wilson,topic_c092ca5bdad12513ef74aa364f2bf7a6db5cb739f929d0f0ef4779e5c868cbcd,level1,Infrastructure & Internal Improvements,/the-presidency/presidential-speeches/december-2-1913-first-annual-message,23,appearance_3195853f23bb3c24d38aa71406fc6008141031ec0b55b71e6d29d971dd7e9489,woodrow-wilson,Woodrow Wilson,woodrow-wilson,Woodrow Wilson,False,progressives-depression,"Reform, world war & collapse",1913-12-02,"December 2, 1913: First Annual Message",https://millercenter.org/the-presidency/presidential-speeches/december-2-1913-first-annual-message,"A duty faces us with regard to Alaska which seems to me very pressing and very imperative; perhaps I should say a double duty, for it concerns both the political and the material development of the Territory. The people of Alaska should be given the full Territorial form of government, and Alaska, as a storehouse, should be unlocked. One key to it is a syst…",first,0,"Deterministic audit examples, not representative samples or historical proof: select the first, lower-middle, and last qualifying actual-speaker appearance chronologically, deduplicate appearances, and take the lowest qualifying paragraph index within each selected appearance."
actual-speaker-topic-evidence-v1,actual-speaker-topic-network-v1,receipt_43e37cfb186b93ad44b465ebb4c8e591950220f0aa4f60eb8dcd642707370ee5,edge_df66576aefb601a20880548b0a44908402b0995ef667e84f87f9b12d2700a30b,corpus,all-corpus,All eligible corpus,woodrow-wilson,Woodrow Wilson,topic_c092ca5bdad12513ef74aa364f2bf7a6db5cb739f929d0f0ef4779e5c868cbcd,level1,Infrastructure & Internal Improvements,/the-presidency/presidential-speeches/december-5-1916-fourth-annual-message,1,appearance_2f696ee395f4ad6977e2ecfd8ddeb6fb314331ea3167970fd28df7ef80a98eaa,woodrow-wilson,Woodrow Wilson,woodrow-wilson,Woodrow Wilson,False,progressives-depression,"Reform, world war & collapse",1916-12-05,"December 5, 1916: Fourth Annual Message",https://millercenter.org/the-presidency/presidential-speeches/december-5-1916-fourth-annual-message,"I realize the limitations of time under which you will necessarily act at this session and shall make my suggestions as few as possible; but there were some things left undone at the last session which there will now be time to complete and which it seems necessary in the interest of the public to do at once. In the first place, it seems to me imperatively…",middle,5,"Deterministic audit examples, not representative samples or historical proof: select the first, lower-middle, and last qualifying actual-speaker appearance chronologically, deduplicate appearances, and take the lowest qualifying paragraph index within each selected appearance."
actual-speaker-topic-evidence-v1,actual-speaker-topic-network-v1,receipt_0b3c489c80fbdf1fe64ea76ecf740eabf5611fa17d9f718e25dd56a4c492c57b,edge_df66576aefb601a20880548b0a44908402b0995ef667e84f87f9b12d2700a30b,corpus,all-corpus,All eligible corpus,woodrow-wilson,Woodrow Wilson,topic_c092ca5bdad12513ef74aa364f2bf7a6db5cb739f929d0f0ef4779e5c868cbcd,level1,Infrastructure & Internal Improvements,/the-presidency/presidential-speeches/december-7-1920-eighth-annual-message,13,appearance_f4dd37fc0ef067293abf9df908794ce43ac8bfe6f5c1234217006abed5427641,woodrow-wilson,Woodrow Wilson,woodrow-wilson,Woodrow Wilson,False,progressives-depression,"Reform, world war & collapse",1920-12-07,"December 7, 1920: Eighth Annual Message",https://millercenter.org/the-presidency/presidential-speeches/december-7-1920-eighth-annual-message,"The relation between the current receipts and current expenditures of the Government during the present fiscal year, as well as during the last half of the last fiscal year, has been disturbed by the extraordinary burdens thrown upon the Treasury by the Transportation Act, in connection with the return of the railroads to private control. Over $600,000,000…",last,10,"Deterministic audit examples, not representative samples or historical proof: select the first, lower-middle, and last qualifying actual-speaker appearance chronologically, deduplicate appearances, and take the lowest qualifying paragraph index within each selected appearance."
actual-speaker-topic-evidence-v1,actual-speaker-topic-network-v1,receipt_7d5a7e090f79a18d99c8bdfb62b86367c0563ab79547afa31d2d3182702150cf,edge_028d97754cbac7c418363985b7210a156631d102d3a93156a80ae823f5348edc,corpus,all-corpus,All eligible corpus,zachary-taylor,Zachary Taylor,topic_c092ca5bdad12513ef74aa364f2bf7a6db5cb739f929d0f0ef4779e5c868cbcd,level1,Infrastructure & Internal Improvements,/the-presidency/presidential-speeches/march-5-1849-inaugural-address,7,appearance_c245aa34e22abe95efb84585231941093ceff707eadded7e50bb47b8abcbabd7,zachary-taylor,Zachary Taylor,zachary-taylor,Zachary Taylor,False,expansion,The continental republic,1849-03-05,"March 5, 1849: Inaugural Address",https://millercenter.org/the-presidency/presidential-speeches/march-5-1849-inaugural-address,"The appointing power vested in the President imposes delicate and onerous duties. So far as it is possible to be informed, I shall make honesty,capacity, and fidelity indispensable prerequisites to the bestowal of office,and the absence of either of these qualities shall be deemed sufficient cause for removal. It shall be my study to recommend such constitu…",first,0,"Deterministic audit examples, not representative samples or historical proof: select the first, lower-middle, and last qualifying actual-speaker appearance chronologically, deduplicate appearances, and take the lowest qualifying paragraph index within each selected appearance."
actual-speaker-topic-evidence-v1,actual-speaker-topic-network-v1,receipt_8bc8daba9509d0c5ce4be9eb24b3421c4c52d4e06a112903304022b2e90b3eea,edge_028d97754cbac7c418363985b7210a156631d102d3a93156a80ae823f5348edc,corpus,all-corpus,All eligible corpus,zachary-taylor,Zachary Taylor,topic_c092ca5bdad12513ef74aa364f2bf7a6db5cb739f929d0f0ef4779e5c868cbcd,level1,Infrastructure & Internal Improvements,/the-presidency/presidential-speeches/december-4-1849-first-annual-message,22,appearance_43698e45acbfb9e2541d1564ee14765ef87e69bbeeaf9903b5014653af24113f,zachary-taylor,Zachary Taylor,zachary-taylor,Zachary Taylor,False,expansion,The continental republic,1849-12-04,"December 4, 1849: First Annual Message",https://millercenter.org/the-presidency/presidential-speeches/december-4-1849-first-annual-message,"Having ascertained that there is no prospect of the reunion of the five States of Central America which formerly composed the Republic of that name, we have separately negotiated with some of them treaties of amity and commerce, which will be laid before the Senate. A contract having been concluded with the State of Nicaragua by a company composed of Americ…",last,1,"Deterministic audit examples, not representative samples or historical proof: select the first, lower-middle, and last qualifying actual-speaker appearance chronologically, deduplicate appearances, and take the lowest qualifying paragraph index within each selected appearance."
actual-speaker-topic-evidence-v1,actual-speaker-topic-network-v1,receipt_629647f252afc71da525617521639bb886aa2c20575399d59bee3e1620dccca6,edge_ff3814dadb450a335480e5c8f49c75ca843cdd26381d89d261f4e4d62e520f87,corpus,all-corpus,All eligible corpus,abraham-lincoln,Abraham Lincoln,topic_c111a85539516b19ce3d0ebf88102afc3f5136f06811be7ef7952ae6cc9d714c,level1,Public Finance & Taxation,/the-presidency/presidential-speeches/july-4-1861-july-4th-message-congress,26,appearance_6eb929e249f5ef4eeead55be5a38b9b31e870426aacd7c9ed70458ba3b642806,abraham-lincoln,Abraham Lincoln,abraham-lincoln,Abraham Lincoln,False,civil-war-reconstruction,Sectional crisis & constitutional rupture,1861-07-04,"July 4, 1861: July 4th Message to Congress",https://millercenter.org/the-presidency/presidential-speeches/july-4-1861-july-4th-message-congress,"The reports of the Secretaries of the Treasury, War, and the Navy will give the information in detail deemed necessary and convenient for your deliberation and action, while the Executive and all the Departments will stand ready to supply omissions or to communicate new facts considered important for you to know. It is now recommended that you give the lega…",first,0,"Deterministic audit examples, not representative samples or historical proof: select the first, lower-middle, and last qualifying actual-speaker appearance chronologically, deduplicate appearances, and take the lowest qualifying paragraph index within each selected appearance."
actual-speaker-topic-evidence-v1,actual-speaker-topic-network-v1,receipt_c1adc1599262f96c9401018f7744c374956dfc200a037ada8e5e995a1faf85a1,edge_ff3814dadb450a335480e5c8f49c75ca843cdd26381d89d261f4e4d62e520f87,corpus,all-corpus,All eligible corpus,abraham-lincoln,Abraham Lincoln,topic_c111a85539516b19ce3d0ebf88102afc3f5136f06811be7ef7952ae6cc9d714c,level1,Public Finance & Taxation,/the-presidency/presidential-speeches/december-1-1862-second-annual-message,13,appearance_0d825cbdf6bc75c3affa490d66bd7acc6a727a9ce391452c31234bf42e6cb72d,abraham-lincoln,Abraham Lincoln,abraham-lincoln,Abraham Lincoln,False,civil-war-reconstruction,Sectional crisis & constitutional rupture,1862-12-01,"December 1, 1862: Second Annual Message",https://millercenter.org/the-presidency/presidential-speeches/december-1-1862-second-annual-message,"The condition of the finances will claim your most diligent consideration. The vast expenditures incident to the military and naval operations required for the suppression of the rebellion have hitherto been met with a promptitude and certainty unusual in similar circumstances, and the public credit has been fully maintained. The continuance of the war, how…",middle,2,"Deterministic audit examples, not representative samples or historical proof: select the first, lower-middle, and last qualifying actual-speaker appearance chronologically, deduplicate appearances, and take the lowest qualifying paragraph index within each selected appearance."
actual-speaker-topic-evidence-v1,actual-speaker-topic-network-v1,receipt_52a981561ae259c072cf6e14aa6aa61648d7fc7e2e1d16825efee20c6c2c9c5f,edge_ff3814dadb450a335480e5c8f49c75ca843cdd26381d89d261f4e4d62e520f87,corpus,all-corpus,All eligible corpus,abraham-lincoln,Abraham Lincoln,topic_c111a85539516b19ce3d0ebf88102afc3f5136f06811be7ef7952ae6cc9d714c,level1,Public Finance & Taxation,/the-presidency/presidential-speeches/december-6-1864-fourth-annual-message,16,appearance_09d78d821a58d9c59b5c61222710b253babe667ec4c8599f72f141def79a40ac,abraham-lincoln,Abraham Lincoln,abraham-lincoln,Abraham Lincoln,False,civil-war-reconstruction,Sectional crisis & constitutional rupture,1864-12-06,"December 6, 1864: Fourth Annual Message",https://millercenter.org/the-presidency/presidential-speeches/december-6-1864-fourth-annual-message,"The financial affairs of the Government have been successfully administered during the last year. The legislation of the last session of Congress has beneficially affected the revenues, although sufficient time has not yet elapsed to experience the full effect of several of the provisions of the acts of Congress imposing increased taxation. The receipts dur…",last,4,"Deterministic audit examples, not representative samples or historical proof: select the first, lower-middle, and last qualifying actual-speaker appearance chronologically, deduplicate appearances, and take the lowest qualifying paragraph index within each selected appearance."
actual-speaker-topic-evidence-v1,actual-speaker-topic-network-v1,receipt_b74ff28b6fe7fa4db1f8784aa30f740b2e2e133f8b1735ff5207fd6e0ea2a6e8,edge_4bd1b0b45b2999016dca1d39b05bc8075db24f86cb48d721f22002044b435604,corpus,all-corpus,All eligible corpus,andrew-jackson,Andrew Jackson,topic_c111a85539516b19ce3d0ebf88102afc3f5136f06811be7ef7952ae6cc9d714c,level1,Public Finance & Taxation,/the-presidency/presidential-speeches/march-4-1829-first-inaugural-address,3,appearance_767128e0edb6f35f68fc42a75d1c5d971440d13c6b552c8fb9fe5da0c3dba642,andrew-jackson,Andrew Jackson,andrew-jackson,Andrew Jackson,False,expansion,The continental republic,1829-03-04,"March 4, 1829: First Inaugural Address",https://millercenter.org/the-presidency/presidential-speeches/march-4-1829-first-inaugural-address,"In such measures as I may be called on to pursue in regard to the rights of the separate States I hope to be animated by a proper respect for those sovereign members of our Union, taking care not to confound the powers they have reserved to themselves with those they have granted to the Confederacy. The management of the public revenue--that searching opera…",first,0,"Deterministic audit examples, not representative samples or historical proof: select the first, lower-middle, and last qualifying actual-speaker appearance chronologically, deduplicate appearances, and take the lowest qualifying paragraph index within each selected appearance."
actual-speaker-topic-evidence-v1,actual-speaker-topic-network-v1,receipt_ab9ca392abf7ed5dd836febd2b41562659ad0519a67cb59fc404f050cb530089,edge_4bd1b0b45b2999016dca1d39b05bc8075db24f86cb48d721f22002044b435604,corpus,all-corpus,All eligible corpus,andrew-jackson,Andrew Jackson,topic_c111a85539516b19ce3d0ebf88102afc3f5136f06811be7ef7952ae6cc9d714c,level1,Public Finance & Taxation,/the-presidency/presidential-speeches/january-16-1833-message-regarding-south-carolina-nullification,29,appearance_e4c20d9304ccd4630b73fde0cd07d78b85ce765969aedadf6dafbe7333c84a98,andrew-jackson,Andrew Jackson,andrew-jackson,Andrew Jackson,False,expansion,The continental republic,1833-01-16,"January 16, 1833: Message Regarding South Carolina Nullification of Federal Legislation",https://millercenter.org/the-presidency/presidential-speeches/january-16-1833-message-regarding-south-carolina-nullification,"The majority of the States and of the people will certainly not consent that the protecting duties shall be wholly abrogated, never to be reenacted at any future time or in any possible contingency. As little practicable is it to provide that ""the same rate of duty shall be imposed upon the protected articles that shall be imposed upon the unprotected,"" whi…",middle,8,"Deterministic audit examples, not representative samples or historical proof: select the first, lower-middle, and last qualifying actual-speaker appearance chronologically, deduplicate appearances, and take the lowest qualifying paragraph index within each selected appearance."
actual-speaker-topic-evidence-v1,actual-speaker-topic-network-v1,receipt_78c7123bd6d00d8ecbdeecb1c1ec872b46b484afab1ef1c58e2a44fa12b8e97d,edge_4bd1b0b45b2999016dca1d39b05bc8075db24f86cb48d721f22002044b435604,corpus,all-corpus,All eligible corpus,andrew-jackson,Andrew Jackson,topic_c111a85539516b19ce3d0ebf88102afc3f5136f06811be7ef7952ae6cc9d714c,level1,Public Finance & Taxation,/the-presidency/presidential-speeches/march-4-1837-farewell-address,24,appearance_d4951a838623868496fd2086b023f1dd8a2d95c5a14de97013fedbf89f6d84ae,andrew-jackson,Andrew Jackson,andrew-jackson,Andrew Jackson,False,expansion,The continental republic,1837-03-04,"March 4, 1837: Farewell Address",https://millercenter.org/the-presidency/presidential-speeches/march-4-1837-farewell-address,"Congress has no right under the Constitution to take money from the people unless it is required to execute some one of the specific powers intrusted to the Government; and if they raise more than is necessary for such purposes, it is an abuse of the power of taxation, and unjust and oppressive. It may indeed happen that the revenue will sometimes exceed th…",last,16,"Deterministic audit examples, not representative samples or historical proof: select the first, lower-middle, and last qualifying actual-speaker appearance chronologically, deduplicate appearances, and take the lowest qualifying paragraph index within each selected appearance."
actual-speaker-topic-evidence-v1,actual-speaker-topic-network-v1,receipt_0b866a23fa7fa5012447901db3ecef1f2226a66e19b8bfb29eaa1bd0200af04f,edge_0ab7899e9ab54dcab9dd8bd1bcd84da172eae36bc1e7b9bca4c49e3f8b7b5567,corpus,all-corpus,All eligible corpus,andrew-johnson,Andrew Johnson,topic_c111a85539516b19ce3d0ebf88102afc3f5136f06811be7ef7952ae6cc9d714c,level1,Public Finance & Taxation,december-4-1865-first-annual-message,42,appearance_737acd0dc2932f38726c8be76716dfb9dc3ed9b56a6dbf1520b445e17b5674dc,andrew-johnson,Andrew Johnson,andrew-johnson,Andrew Johnson,False,civil-war-reconstruction,Sectional crisis & constitutional rupture,1865-12-04,"December 4, 1865: First Annual Message",https://millercenter.orgdecember-4-1865-first-annual-message,"The volunteer force has already been reduced by the discharge from service of over 800,000 troops, and the Department is proceeding rapidly in the work of further reduction. The war estimates are reduced from $516,240,131 to $33,814,461, which amount, in the opinion of the Department, is adequate for a peace establishment. The measures of retrenchment in ea…",first,0,"Deterministic audit examples, not representative samples or historical proof: select the first, lower-middle, and last qualifying actual-speaker appearance chronologically, deduplicate appearances, and take the lowest qualifying paragraph index within each selected appearance."
actual-speaker-topic-evidence-v1,actual-speaker-topic-network-v1,receipt_141491f16cebd429557051743b4c4fb3f658bb9b2610c9df99656c4be7e03ad2,edge_0ab7899e9ab54dcab9dd8bd1bcd84da172eae36bc1e7b9bca4c49e3f8b7b5567,corpus,all-corpus,All eligible corpus,andrew-johnson,Andrew Johnson,topic_c111a85539516b19ce3d0ebf88102afc3f5136f06811be7ef7952ae6cc9d714c,level1,Public Finance & Taxation,/the-presidency/presidential-speeches/january-29-1867-veto-message-admitting-nebraska-union,7,appearance_a581441388541c874ae587e0d6c4b025206cc263b3c9d8179f67dc0abc0f4365,andrew-johnson,Andrew Johnson,andrew-johnson,Andrew Johnson,False,civil-war-reconstruction,Sectional crisis & constitutional rupture,1867-01-29,"January 29, 1867: Veto Message on Admitting Nebraska into the Union",https://millercenter.org/the-presidency/presidential-speeches/january-29-1867-veto-message-admitting-nebraska-union,"Of new communities it may be said with special force--and it is true of old ones--that the inducement to emigrants, other things being equal, is in almost the precise ratio of the rate of taxation. The great States of the Northwest owe their marvelous prosperity largely to the fact that they were continued as Territories until they had grown to be wealthy a…",middle,4,"Deterministic audit examples, not representative samples or historical proof: select the first, lower-middle, and last qualifying actual-speaker appearance chronologically, deduplicate appearances, and take the lowest qualifying paragraph index within each selected appearance."
actual-speaker-topic-evidence-v1,actual-speaker-topic-network-v1,receipt_4a8c25b2d0a08e3ba8a06d31712ae76a152ffe0d7289460381f7e0d8a5838b79,edge_0ab7899e9ab54dcab9dd8bd1bcd84da172eae36bc1e7b9bca4c49e3f8b7b5567,corpus,all-corpus,All eligible corpus,andrew-johnson,Andrew Johnson,topic_c111a85539516b19ce3d0ebf88102afc3f5136f06811be7ef7952ae6cc9d714c,level1,Public Finance & Taxation,/the-presidency/presidential-speeches/december-8-1868-fourth-annual-message-congress,10,appearance_ba3d4b85685d2546c6ec595ccb76412503ef7952f35d81bee155024261a31891,andrew-johnson,Andrew Johnson,andrew-johnson,Andrew Johnson,False,civil-war-reconstruction,Sectional crisis & constitutional rupture,1868-12-08,"December 8, 1868: Fourth Annual Message to Congress",https://millercenter.org/the-presidency/presidential-speeches/december-8-1868-fourth-annual-message-congress,"The condition of our finances demands the early and earnest consideration of Congress. Compared with the growth of our population, the public expenditures have reached an amount unprecedented in our history. The population of the United States in 1790 was nearly 4,000,000 people. Increasing each decade about 33 percent, it reached in 1860 31,000,000, an inc…",last,8,"Deterministic audit examples, not representative samples or historical proof: select the first, lower-middle, and last qualifying actual-speaker appearance chronologically, deduplicate appearances, and take the lowest qualifying paragraph index within each selected appearance."
actual-speaker-topic-evidence-v1,actual-speaker-topic-network-v1,receipt_73410d60c7500c94fa62fd24d908e64e67d19b9caa0b8a7a7ad77def4cddd34e,edge_88bab35fe5391fcbb76a85b8a7df677009e2629c70a83f752a6c8e4288b6514b,corpus,all-corpus,All eligible corpus,barack-obama,Barack Obama,topic_c111a85539516b19ce3d0ebf88102afc3f5136f06811be7ef7952ae6cc9d714c,level1,Public Finance & Taxation,/the-presidency/presidential-speeches/august-28-2008-acceptance-speech-democratic-national,8,appearance_a4eacf8f25579b4d33226a80eba256f1df9304347c760e481d712dd47aa5d266,barack-obama,Barack Obama,barack-obama,Barack Obama,False,post-cold-war,Conservative turn & always-on presidency,2008-08-28,"August 28, 2008: Acceptance Speech at the Democratic National Convention",https://millercenter.org/the-presidency/presidential-speeches/august-28-2008-acceptance-speech-democratic-national,"How else could he propose hundreds of billions in tax breaks for big corporations and oil companies but not one penny of tax relief to more than one hundred million Americans? How else could he offer a health care plan that would actually tax people's benefits, or an education plan that would do nothing to help families pay for college, or a plan that would…",first,0,"Deterministic audit examples, not representative samples or historical proof: select the first, lower-middle, and last qualifying actual-speaker appearance chronologically, deduplicate appearances, and take the lowest qualifying paragraph index within each selected appearance."
actual-speaker-topic-evidence-v1,actual-speaker-topic-network-v1,receipt_8d6d90fce892f9fc697995f071f199faaed2043623b3678272929db336a216a4,edge_88bab35fe5391fcbb76a85b8a7df677009e2629c70a83f752a6c8e4288b6514b,corpus,all-corpus,All eligible corpus,barack-obama,Barack Obama,topic_c111a85539516b19ce3d0ebf88102afc3f5136f06811be7ef7952ae6cc9d714c,level1,Public Finance & Taxation,/the-presidency/presidential-speeches/may-25-2011-address-british-parliament,18,appearance_adeec2f7099e586c9a4ed7d03fe3e93c03311758a2cd77965f0246ab5c7c681f,barack-obama,Barack Obama,barack-obama,Barack Obama,False,post-cold-war,Conservative turn & always-on presidency,2011-05-25,"May 25, 2011: Address to the British Parliament",https://millercenter.org/the-presidency/presidential-speeches/may-25-2011-address-british-parliament,"And now, having come through a terrible recession, our challenge is to meet these obligations while ensuring that we're not consuming -- and hence consumed with -- a level of debt that could sap the strength and vitality of our economies. And that will require difficult choices and it will require different paths for both of our countries. But we have faced…",middle,14,"Deterministic audit examples, not representative samples or historical proof: select the first, lower-middle, and last qualifying actual-speaker appearance chronologically, deduplicate appearances, and take the lowest qualifying paragraph index within each selected appearance."
actual-speaker-topic-evidence-v1,actual-speaker-topic-network-v1,receipt_5176470be615a0d609dcba35eac9636151f12b8399896eb237fb3f95d59144a8,edge_88bab35fe5391fcbb76a85b8a7df677009e2629c70a83f752a6c8e4288b6514b,corpus,all-corpus,All eligible corpus,barack-obama,Barack Obama,topic_c111a85539516b19ce3d0ebf88102afc3f5136f06811be7ef7952ae6cc9d714c,level1,Public Finance & Taxation,/the-presidency/presidential-speeches/january-10-2017-farewell-address-nation,12,appearance_736ecc854a114f408887a843208eb0022ef1925e51da56204cbba0fecf11585f,barack-obama,Barack Obama,barack-obama,Barack Obama,False,post-cold-war,Conservative turn & always-on presidency,2017-01-11,"January 10, 2017: Farewell Address to the Nation",https://millercenter.org/the-presidency/presidential-speeches/january-10-2017-farewell-address-nation,"To begin with, our democracy won't work without a sense that everyone has economic opportunity. And the good news is that today the economy is growing again. Wages, incomes, home values, and retirement accounts are all rising again. Poverty is falling again. The wealthy are paying a fairer share of taxes even as the stock market shatters records. The unempl…",last,29,"Deterministic audit examples, not representative samples or historical proof: select the first, lower-middle, and last qualifying actual-speaker appearance chronologically, deduplicate appearances, and take the lowest qualifying paragraph index within each selected appearance."
actual-speaker-topic-evidence-v1,actual-speaker-topic-network-v1,receipt_8cefd0b28dfea5e5ba08c8d850945724482fc4e5f00bc76a9934b05cf8ad674a,edge_9dae3eb66e02f8074bf81cdbc4f7459a9c80169b1e01a135dc59bda13b86ba7c,corpus,all-corpus,All eligible corpus,benjamin-harrison,Benjamin Harrison,topic_c111a85539516b19ce3d0ebf88102afc3f5136f06811be7ef7952ae6cc9d714c,level1,Public Finance & Taxation,/the-presidency/presidential-speeches/march-4-1889-inaugural-address,20,appearance_e383ace113dcacf23d07018da4a46c97e599bc60d1ca2326f100ce643fd0d14f,benjamin-harrison,Benjamin Harrison,benjamin-harrison,Benjamin Harrison,False,gilded-age,Administrative-industrial order,1889-03-04,"March 4, 1889: Inaugural Address",https://millercenter.org/the-presidency/presidential-speeches/march-4-1889-inaugural-address,"As the number of such in the civil listis increased removals from office will diminish. While a Treasury surplus is not the greatest evil, it is a serious evil.Our revenue should be ample to meet the ordinary annual demands upon ourTreasury, with a sufficient margin for those extraordinary but scarcelyless imperative demands which arise now and then. Expend…",first,0,"Deterministic audit examples, not representative samples or historical proof: select the first, lower-middle, and last qualifying actual-speaker appearance chronologically, deduplicate appearances, and take the lowest qualifying paragraph index within each selected appearance."
