candidate_id,speaker,target,doc_name,para_idx,speech_date,era,raw_mention,function,stance,evidence_span,rationale,quotation_status,target_status,evidence_status
a077108c4efaaaa551d9058b,Abraham Lincoln,Thomas Jefferson,/the-presidency/presidential-speeches/december-3-1861-first-annual-message,42,1861-12-03 17:59:58,Civil War & Reconstruction,Mr. Jefferson,other/unclear,neutral,The power was questioned at first by Mr.,Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
2823b51425b1e554e5e7a268,Abraham Lincoln,Thomas Jefferson,/the-presidency/presidential-speeches/december-3-1861-first-annual-message,42,1861-12-03 17:59:58,Civil War & Reconstruction,Mr. Jefferson,other/unclear,neutral,Mr.,Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
918fcdb6e48f5b80c5fb8ce2,Andrew Johnson,Thomas Jefferson,/the-presidency/presidential-speeches/december-3-1866-second-annual-message,16,1866-12-03 19:15:58,Civil War & Reconstruction,Jefferson,institutional precedent,neutral,"""To keep in all things within the pale of our constitutional powers and cherish the Federal Union as the only rock of safety"" were prescribed by Jefferson as rules of action to endear to his ""countrymen the true principles of their Constitution and promote a union of sentiment and action, equally auspicious to their happiness and",Fixed-rubric classification from the supplied sentence context.,deliberate_quotation,former_president,AI-classified; not human-validated
54dd8e35e8966aecda2ddce4,Grover Cleveland,George Washington,/the-presidency/presidential-speeches/december-3-1888-fourth-annual-message,62,1888-12-03 18:00:00,The Gilded Age,George Washington,institutional precedent,neutral,"Preparations for the centennial celebration, on April 30, 1889, of the inauguration of George Washington as President of the United States, at the city of New York, have been made by a voluntary organization of the citizens of that locality, and believing that an opportunity should be afforded for the expression of the interest felt throughout the country in this event, I respectfully recommend fitting and cooperative action by Congress on behalf of the people of the United States.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
6d31446a161bcc7d2a7ab3b3,William McKinley,Grover Cleveland,/the-presidency/presidential-speeches/december-3-1900-fourth-annual-message,47,1900-12-03 18:00:00,The Gilded Age,President Cleveland,other/unclear,neutral,"It is gratifying to announce that the residual questions between Costa Rica and Nicaragua growing out of the Award of President Cleveland in 1888 have been adjusted through the choice of an American engineer, General E.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
f261d92fb32d27520a2d2eeb,William McKinley,Benjamin Harrison,/the-presidency/presidential-speeches/december-3-1900-fourth-annual-message,72,1900-12-03 18:00:00,The Gilded Age,Benjamin Harrison,other/unclear,neutral,"Benjamin Harrison, of Indiana, ex-President of the United States; Hon.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
3ce5593e52341ac333a89da0,William McKinley,Grover Cleveland,/the-presidency/presidential-speeches/december-3-1900-fourth-annual-message,149,1900-12-03 18:00:00,The Gilded Age,President Cleveland,other/unclear,neutral,In 1888 a Board of Officers convened by President Cleveland adopted a comprehensive scheme of coast-defense fortifications which involved the outlay of something over one hundred million dollars.,Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
f292f71dcfbe5ce1564b02c8,Theodore Roosevelt,William McKinley,/the-presidency/presidential-speeches/december-3-1901-first-annual-message,0,1901-12-03 18:00:00,Progressives & Depression,President McKinley,ceremonial/biographical,neutral,"On the sixth of September, President McKinley was shot by an anarchist while attending the Pan-American Exposition at Buffalo, and died in that city on the fourteenth of that month.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
0c613cb7f10f470082c6fa28,Theodore Roosevelt,Abraham Lincoln,/the-presidency/presidential-speeches/december-3-1901-first-annual-message,0,1901-12-03 18:00:00,Progressives & Depression,President Lincoln,institutional precedent,neutral,"Both President Lincoln and President Garfield were killed by assassins of types unfortunately not uncommon in history; President Lincoln falling a victim to the terrible passions aroused by four years of civil war, and President Garfield to the revengeful vanity of a disappointed office-seeker.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
35aa1057bb18d445340a4a44,Theodore Roosevelt,James A. Garfield,/the-presidency/presidential-speeches/december-3-1901-first-annual-message,0,1901-12-03 18:00:00,Progressives & Depression,President Garfield,institutional precedent,neutral,"Both President Lincoln and President Garfield were killed by assassins of types unfortunately not uncommon in history; President Lincoln falling a victim to the terrible passions aroused by four years of civil war, and President Garfield to the revengeful vanity of a disappointed office-seeker.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
84dd347e85496de0a3413636,Theodore Roosevelt,Abraham Lincoln,/the-presidency/presidential-speeches/december-3-1901-first-annual-message,0,1901-12-03 18:00:00,Progressives & Depression,President Lincoln,institutional precedent,neutral,"Both President Lincoln and President Garfield were killed by assassins of types unfortunately not uncommon in history; President Lincoln falling a victim to the terrible passions aroused by four years of civil war, and President Garfield to the revengeful vanity of a disappointed office-seeker.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
6a86beffaf2cdf1a2bc981e1,Theodore Roosevelt,James A. Garfield,/the-presidency/presidential-speeches/december-3-1901-first-annual-message,0,1901-12-03 18:00:00,Progressives & Depression,President Garfield,institutional precedent,neutral,"Both President Lincoln and President Garfield were killed by assassins of types unfortunately not uncommon in history; President Lincoln falling a victim to the terrible passions aroused by four years of civil war, and President Garfield to the revengeful vanity of a disappointed office-seeker.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
89ff60f5a3d8e036c31d3c62,Theodore Roosevelt,William McKinley,/the-presidency/presidential-speeches/december-3-1901-first-annual-message,0,1901-12-03 18:00:00,Progressives & Depression,President McKinley,other/unclear,mixed,"President McKinley was killed by an utterly depraved criminal belonging to that body of criminals who object to all governments, good and bad alike, who are against any form of popular liberty if it is guaranteed by even the most just and liberal laws, and who are as hostile to the upright exponent of a free people's sober will as to the tyrannical and irresponsible despot.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
490912144ce216bea94a0676,Theodore Roosevelt,William McKinley,/the-presidency/presidential-speeches/december-3-1901-first-annual-message,1,1901-12-03 18:00:00,Progressives & Depression,President McKinley,ceremonial/biographical,neutral,It is not too much to say that at the time of President McKinley's death he was the most widely loved man in all the United States; while we have never had any public man of his position who has been so wholly free from the bitter animosities incident to public life.,Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
6b878eefede2fc9e016d49d2,Theodore Roosevelt,William McKinley,/the-presidency/presidential-speeches/december-3-1901-first-annual-message,2,1901-12-03 18:00:00,Progressives & Depression,President McKinley,other/unclear,neutral,"President McKinley was a man of moderate means, a man whose stock sprang from the sturdy tillers of the soil, who had himself belonged among the wage-workers, who had entered the Army as a private soldier.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
0715477f1e40bb97831ef30a,Theodore Roosevelt,William McKinley,/the-presidency/presidential-speeches/december-3-1901-first-annual-message,3,1901-12-03 18:00:00,Progressives & Depression,President McKinley,institutional precedent,neutral,"President McKinley filled that political office for which the entire people vote, and no President not even Lincoln himself--was ever more earnestly anxious to represent the well thought-out wishes of the people; his one anxiety in every crisis was to keep in closest touch with the people--to find out what they thought and to endeavor to give expression to their thought, after having endeavored to guide that thought aright.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
07ca74625990c50e9dcb3d19,Theodore Roosevelt,William McKinley,/the-presidency/presidential-speeches/december-3-1901-first-annual-message,7,1901-12-03 18:00:00,Progressives & Depression,President McKinley,policy inheritance,neutral,President McKinley was as emphatically the embodiment of the popular will of the Nation expressed through the forms of law as a New England town meeting is in similar fashion the embodiment of the law-abiding purpose and practice of the people of the town.,Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
822b6bdfd0aeb7fb606ad76a,Theodore Roosevelt,James Monroe,/the-presidency/presidential-speeches/december-3-1901-first-annual-message,84,1901-12-03 18:00:00,Progressives & Depression,Monroe,other/unclear,neutral,This same peace conference acquiesced in our statement of the Monroe Doctrine as compatible with the purposes and aims of the conference.,Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
6681e0342598342faacb3b0d,Theodore Roosevelt,James Monroe,/the-presidency/presidential-speeches/december-3-1901-first-annual-message,84,1901-12-03 18:00:00,Progressives & Depression,President Monroe,other/unclear,neutral,"Just seventy-eight years have passed since President Monroe in his Annual Message announced that ""The American continents are henceforth not to be considered as subjects for future colonization by any European",Fixed-rubric classification from the supplied sentence context.,deliberate_quotation,former_president,AI-classified; not human-validated
7ea685085baad78af8dd04f2,Theodore Roosevelt,James Monroe,/the-presidency/presidential-speeches/december-3-1901-first-annual-message,84,1901-12-03 18:00:00,Progressives & Depression,Monroe,other/unclear,neutral,""" In other words, the Monroe Doctrine is a declaration that there must be no territorial aggrandizement by any non-American power at the expense of any American power on American soil.",Fixed-rubric classification from the supplied sentence context.,deliberate_quotation,former_president,AI-classified; not human-validated
55394f6e8d2b5ad574903426,Theodore Roosevelt,James Monroe,/the-presidency/presidential-speeches/december-3-1901-first-annual-message,85,1901-12-03 18:00:00,Progressives & Depression,Monroe,historical comparison,neutral,Through the Monroe Doctrine we hope to be able to safeguard like independence and secure like permanence for the lesser among the New World nations.,Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
2c98125f994c67dec8a4eade,Theodore Roosevelt,James Monroe,/the-presidency/presidential-speeches/december-3-1901-first-annual-message,90,1901-12-03 18:00:00,Progressives & Depression,Monroe,other/unclear,neutral,Our people intend to abide by the Monroe Doctrine and to insist upon it as the one sure means of securing the peace of the Western Hemisphere.,Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
d9587cf0b1cd940fe872c58f,Theodore Roosevelt,James Monroe,/the-presidency/presidential-speeches/december-3-1901-first-annual-message,90,1901-12-03 18:00:00,Progressives & Depression,Monroe,other/unclear,neutral,The Navy offers us the only means of making our insistence upon the Monroe Doctrine anything but a subject of derision to whatever nation chooses to disregard it.,Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
5ba9a8293fc8598ec06da48f,Theodore Roosevelt,William McKinley,/the-presidency/presidential-speeches/december-3-1901-first-annual-message,142,1901-12-03 18:00:00,Progressives & Depression,President McKinley,ceremonial/biographical,neutral,"When President McKinley died, our Nation in turn received from every quarter of the British Empire expressions of grief and sympathy no less sincere.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
4d6b8d2dd94468caa6917f8d,Theodore Roosevelt,James Monroe,/the-presidency/presidential-speeches/december-3-1906-sixth-annual-message,139,1906-12-03 18:00:00,Progressives & Depression,Monroe,other/unclear,positive,"An idea had become prevalent that our assertion of the Monroe Doctrine implied, or carried with it, an assumption of superiority, and of a right to exercise some kind of protectorate over the countries to whose territory that doctrine applies.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
60cf03b52b8ece2a8cdf6f7e,Theodore Roosevelt,James Monroe,/the-presidency/presidential-speeches/december-3-1906-sixth-annual-message,144,1906-12-03 18:00:00,Progressives & Depression,Monroe,other/unclear,neutral,"I can not better characterize the true attitude of the United States in its assertion of the Monroe Doctrine than in the words of the distinguished former minister of foreign affairs of Argentina, Doctor Drago, in his speech welcoming Mr.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
dd861e0441b1615d41135af2,Theodore Roosevelt,George Washington,/the-presidency/presidential-speeches/december-3-1906-sixth-annual-message,145,1906-12-03 18:00:00,Progressives & Depression,Washington,other/unclear,positive,""" It is gratifying to know that in the great city of Buenos Ayres, upon the arches which spanned the streets, entwined with Argentine and American flags for the reception of our representative, there were emblazoned not' only the names of Washington and Jefferson and Marshall, but also, in appreciative recognition of their services to the cause of South American independence, the names of James Monroe, John Quincy Adams, Henry Clay, and Richard Rush.",Fixed-rubric classification from the supplied sentence context.,deliberate_quotation,former_president,AI-classified; not human-validated
b941c63d631e00b471acb8a1,Theodore Roosevelt,Thomas Jefferson,/the-presidency/presidential-speeches/december-3-1906-sixth-annual-message,145,1906-12-03 18:00:00,Progressives & Depression,Jefferson,other/unclear,positive,""" It is gratifying to know that in the great city of Buenos Ayres, upon the arches which spanned the streets, entwined with Argentine and American flags for the reception of our representative, there were emblazoned not' only the names of Washington and Jefferson and Marshall, but also, in appreciative recognition of their services to the cause of South American independence, the names of James Monroe, John Quincy Adams, Henry Clay, and Richard Rush.",Fixed-rubric classification from the supplied sentence context.,deliberate_quotation,former_president,AI-classified; not human-validated
b1f96e585a2e6fef16e5f929,Theodore Roosevelt,James Monroe,/the-presidency/presidential-speeches/december-3-1906-sixth-annual-message,145,1906-12-03 18:00:00,Progressives & Depression,James Monroe,other/unclear,positive,""" It is gratifying to know that in the great city of Buenos Ayres, upon the arches which spanned the streets, entwined with Argentine and American flags for the reception of our representative, there were emblazoned not' only the names of Washington and Jefferson and Marshall, but also, in appreciative recognition of their services to the cause of South American independence, the names of James Monroe, John Quincy Adams, Henry Clay, and Richard Rush.",Fixed-rubric classification from the supplied sentence context.,deliberate_quotation,former_president,AI-classified; not human-validated
7939f15133d16f7a1e630961,Theodore Roosevelt,John Quincy Adams,/the-presidency/presidential-speeches/december-3-1906-sixth-annual-message,145,1906-12-03 18:00:00,Progressives & Depression,John Quincy Adams,other/unclear,positive,""" It is gratifying to know that in the great city of Buenos Ayres, upon the arches which spanned the streets, entwined with Argentine and American flags for the reception of our representative, there were emblazoned not' only the names of Washington and Jefferson and Marshall, but also, in appreciative recognition of their services to the cause of South American independence, the names of James Monroe, John Quincy Adams, Henry Clay, and Richard Rush.",Fixed-rubric classification from the supplied sentence context.,deliberate_quotation,former_president,AI-classified; not human-validated
77e527d0aadba97c55f915f2,Theodore Roosevelt,Andrew Jackson,/the-presidency/presidential-speeches/december-3-1907-seventh-annual-message,116,1907-12-03 18:00:00,Progressives & Depression,Mr. Jackson,other/unclear,neutral,"Army, and Mr.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
5c77a8e15d76ab607c4198da,Theodore Roosevelt,Andrew Jackson,/the-presidency/presidential-speeches/december-3-1907-seventh-annual-message,132,1907-12-03 18:00:00,Progressives & Depression,Andrew Jackson,institutional precedent,neutral,"I strongly recommend to the Congress to provide funds for keeping up the Hermitage, the home of Andrew Jackson; these funds to be used through the existing Hermitage Association for the preservation of a historic building which should ever be dear to Americans.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
f1202e71c3d9db172b9e8c14,Theodore Roosevelt,Grover Cleveland,/the-presidency/presidential-speeches/december-3-1907-seventh-annual-message,206,1907-12-03 18:00:00,Progressives & Depression,President Cleveland,institutional precedent,neutral,"The invitation to the French Exposition of 1900 was brought to the attention of the Congress by President Cleveland in December, 1895; and so many are the delays necessary to such proceedings that the period of font years and a half which then intervened before the exposition proved none too long for the proper preparation of the exhibits.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
ee551dc7b83014d869e4c17d,William Taft,Grover Cleveland,/the-presidency/presidential-speeches/december-3-1912-fourth-annual-message,9,1912-12-03 18:00:00,Progressives & Depression,President Cleveland,other/unclear,neutral,President Cleveland had taken the first step toward introducing the merit system in the foreign service.,Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
7a06654e5ea41e2aed523215,William Taft,James Monroe,/the-presidency/presidential-speeches/december-3-1912-fourth-annual-message,22,1912-12-03 18:00:00,Progressives & Depression,Monroe,other/unclear,neutral,it is obvious that the Monroe doctrine is more vital in the neighborhood of the Panama Canal and the zone of the Caribbean than anywhere else.,Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
c30e0ea0509a82101e5acd7e,William Taft,Theodore Roosevelt,/the-presidency/presidential-speeches/december-3-1912-fourth-annual-message,185,1912-12-03 18:00:00,Progressives & Depression,President Roosevelt,other/unclear,neutral,"For this reason President Roosevelt felt justified in creating a board of experts, known as the Remsen Board, to whom in cases of much importance an appeal might be taken and a review had of a decision of the Bureau of Chemistry in the Agricultural Department.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
6a25358203631b8fb949e134,Herbert Hoover,George Washington,/the-presidency/presidential-speeches/december-3-1929-first-state-union-address,35,1929-12-03 16:36:00,Progressives & Depression,President Washington,policy inheritance,neutral,The earlier completion of this program which is an acknowledged need would add dignity to the celebration in 1932 of the two hundredth anniversary of the birth of President Washington.,Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
25ca033cfe76da5d231e3e39,Franklin Pierce,John Quincy Adams,/the-presidency/presidential-speeches/december-30-1854-expansion-august-4-veto-message,2,1854-12-30 18:14:58,Civil War & Reconstruction,John Quincy Adams,institutional precedent,neutral,"President John Quincy Adams, in claiming on one occasion, after his retirement from office, the authorship of the idea of introducing into the administration of the affairs of the General Government ""a permanent and regular system"" of internal improvements, speaks of it as a system by which ""the whole Union would have been checkered over with railroads and canals,"" affording ""high wages and constant employment to hundreds of thousands of laborers;"" and he places it in express contrast with the construction of such works by the legislation of the States and by private enterprise.",Fixed-rubric classification from the supplied sentence context.,deliberate_quotation,former_president,AI-classified; not human-validated
4bd04d83fd65af0446932ebe,Franklin Pierce,Thomas Jefferson,/the-presidency/presidential-speeches/december-30-1854-expansion-august-4-veto-message,4,1854-12-30 18:14:58,Civil War & Reconstruction,President Jefferson,institutional precedent,negative,"President Jefferson, while intimating the expediency of so amending the Constitution as to comprise objects of physical progress and well-being, does not fail to perceive that ""other objects of public improvement,"" including ""public education"" by name, belong to the same class of powers.",Fixed-rubric classification from the supplied sentence context.,deliberate_quotation,former_president,AI-classified; not human-validated
5b52ea9852847cb6d5dde4a3,Franklin Pierce,George Washington,/the-presidency/presidential-speeches/december-30-1854-expansion-august-4-veto-message,18,1854-12-30 18:14:58,Civil War & Reconstruction,President Washington,policy inheritance,neutral,"Among the very earliest acts of the first session of Congress was that for the establishment and support of light-houses, approved by President Washington on the 7th of August, 1789, which contains the following provisions: That all expenses which shall accrue from and after the 15th day of August, 1789, in the necessary support, maintenance, and repairs of all light-houses, beacons, buoys, and public piers erected, placed, or sunk before the passing of this act at the entrance of or within any bay, inlet, harbor, or port of the United States, for rendering the navigation thereof easy and safe, shall be defrayed out of the Treasury of the United States: Provided, nevertheless , That none of the said expenses shall continue to be so defrayed after the expiration of one year from the day aforesaid unless such light-houses, beacons, buoys, and public piers shall in the meantime be ceded to and vested in the United States by the State or States, respectively, in which the same may be, together with the lands and tenements thereunto belonging and together with the jurisdiction of the same.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
397d49c249f5efef8b88aa1d,Franklin Pierce,Andrew Jackson,/the-presidency/presidential-speeches/december-30-1854-expansion-august-4-veto-message,25,1854-12-30 18:14:58,Civil War & Reconstruction,President Jackson,institutional precedent,positive,"In confirmation of this it is to be remarked that one of the most important acts of appropriation of this class, that of the year 1833, under the Administration of President Jackson, by including together and providing for in one bill as well river and harbor works as road works, impliedly recognizes the fact that they are alike branches of the same great subject of internal improvements.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
74a03b84ae96f2f39e266896,Franklin Pierce,James Monroe,/the-presidency/presidential-speeches/december-30-1854-expansion-august-4-veto-message,26,1854-12-30 18:14:58,Civil War & Reconstruction,Monroe,institutional precedent,neutral,"Hence the recognition in the messages of Presidents Jefferson, Madison, and Monroe of the eminent desirableness of such works, with admission that some of them could lawfully and should be conducted by the General Government, but with obvious uncertainty of opinion as to the line between such as are constitutional and such as are not, such as ought to receive appropriations from Congress and such as ought to be consigned to private enterprise or the legislation of the several States.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
80e36a5332e412f20bbd69f5,Franklin Pierce,Andrew Jackson,/the-presidency/presidential-speeches/december-30-1854-expansion-august-4-veto-message,28,1854-12-30 18:14:58,Civil War & Reconstruction,President Jackson,institutional precedent,neutral,"President Jackson conceded the constitutionality, under suitable circumstances, of the improvement of rivers and harbors through the agency of Congress, and President Polk admitted the propriety of the establishment and support by appropriations from the Treasury of light-houses, beacons, buoys, and other improvements within the bays, inlets, and harbors of the ocean and lake coasts immediately connected with foreign commerce.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
24b979389931fe6eca9e6a7c,Franklin Pierce,James K. Polk,/the-presidency/presidential-speeches/december-30-1854-expansion-august-4-veto-message,28,1854-12-30 18:14:58,Civil War & Reconstruction,President Polk,institutional precedent,neutral,"President Jackson conceded the constitutionality, under suitable circumstances, of the improvement of rivers and harbors through the agency of Congress, and President Polk admitted the propriety of the establishment and support by appropriations from the Treasury of light-houses, beacons, buoys, and other improvements within the bays, inlets, and harbors of the ocean and lake coasts immediately connected with foreign commerce.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
2abe3186c291a8ea23174ee3,Franklin Pierce,Andrew Jackson,/the-presidency/presidential-speeches/december-30-1854-expansion-august-4-veto-message,38,1854-12-30 18:14:58,Civil War & Reconstruction,President Jackson,other/unclear,neutral,This reflection may serve to relieve from undeserved reproach an idea of one of the greatest men of the Republic--President Jackson.,Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
1f3150ff3bef48c2e6c6c8e3,Chester A. Arthur,James A. Garfield,/the-presidency/presidential-speeches/december-4-1882-second-annual-message,94,1882-12-04 17:59:58,The Gilded Age,Mr. Garfield,other/unclear,neutral,The facts are as follows: The whole number of Executive appointments during the four years immediately preceding Mr.,Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
5621fd5275e0564c5665161c,Chester A. Arthur,James A. Garfield,/the-presidency/presidential-speeches/december-4-1882-second-annual-message,95,1882-12-04 17:59:58,The Gilded Age,President Garfield,institutional precedent,neutral,"In the four months of President Garfield's Administration there were 390 appointments and 89 removals, or",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
ba6d4155a76d868648fab1c8,Barack Obama,Abraham Lincoln,/the-presidency/presidential-speeches/december-4-2013-speech-economic-mobility,5,2013-12-04 06:00:00,Post-Cold War,Abraham Lincoln,other/unclear,neutral,"It was Abraham Lincoln, a self-described ""poor man's son,"" who started a system of land grant colleges all over this country so that any poor man's son could go learn something new.",Fixed-rubric classification from the supplied sentence context.,deliberate_quotation,former_president,AI-classified; not human-validated
ac421de73f99bd6b940b27e7,Barack Obama,Theodore Roosevelt,/the-presidency/presidential-speeches/december-4-2013-speech-economic-mobility,5,2013-12-04 06:00:00,Post-Cold War,Teddy Roosevelt,other/unclear,neutral,"When farms gave way to factories, a rich man's son named Teddy Roosevelt fought for an eight-hour workday, protections for workers, and busted monopolies that kept prices high and wages low.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
64c7d7a1c5c855c7173dc4b7,Barack Obama,Franklin D. Roosevelt,/the-presidency/presidential-speeches/december-4-2013-speech-economic-mobility,5,2013-12-04 06:00:00,Post-Cold War,FDR,policy inheritance,neutral,"When millions lived in poverty, FDR fought for Social Security, and insurance for the unemployed, and a minimum wage.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
f4a5b7509cbdf5e96c284983,Barack Obama,Lyndon B. Johnson,/the-presidency/presidential-speeches/december-4-2013-speech-economic-mobility,6,2013-12-04 06:00:00,Post-Cold War,LBJ,ceremonial/biographical,neutral,"When millions died without health insurance, LBJ fought for Medicare and Medicaid.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
2f48d8adfb5f68afb86bf71b,Barack Obama,Harry S. Truman,/the-presidency/presidential-speeches/december-4-2013-speech-economic-mobility,30,2013-12-04 06:00:00,Post-Cold War,Truman,institutional precedent,positive,And that's why it's well past the time to raise a minimum wage that in real terms right now is below where it was when Harry Truman was in office.,Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
93a146bcbf64d4542e6f2dc3,Martin Van Buren,Thomas Jefferson,/the-presidency/presidential-speeches/december-5-1837-first-annual-message-congress,67,1837-12-05 17:59:58,Expansion,Mr. Jefferson,other/unclear,neutral,"The system of removing the Indians west of the Mississippi, commenced by Mr.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
464f080ae1216c8eae9c5417,James K. Polk,Thomas Jefferson,/the-presidency/presidential-speeches/december-5-1848-fourth-annual-message-congress,57,1848-12-05 16:29:58,Expansion,Jefferson,institutional precedent,neutral,"The authority to raise such a force not having been granted by Congress, as soon as their services could be dispensed with in Mexico orders were issued to the regiment of mounted riflemen to proceed to Jefferson Barracks, in Missouri, and to prepare to march to Oregon as soon as the necessary provision could be made.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
5d482d72f77936785232f30b,James K. Polk,George Washington,/the-presidency/presidential-speeches/december-5-1848-fourth-annual-message-congress,104,1848-12-05 16:29:58,Expansion,President Washington,other/unclear,neutral,"But it has been urged that the national bank, which constituted so essential a branch of this combined system of measures, was not a new measure, and that its constitutionality had been previously sanctioned, because a bank had been chartered in 1791 and had received the official signature of President Washington.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
7c779d941d616da575bfdbca,James K. Polk,George Washington,/the-presidency/presidential-speeches/december-5-1848-fourth-annual-message-congress,105,1848-12-05 16:29:58,Expansion,President Washington,other/unclear,positive,"It is well known that President Washington entertained serious doubts both as to the constitutionality and expediency of the measure, and while the bill was before him for his official approval or disapproval so great were these doubts that he required ""the opinion in writing"" of the members of his Cabinet to aid him in arriving at a decision.",Fixed-rubric classification from the supplied sentence context.,deliberate_quotation,former_president,AI-classified; not human-validated
3ff70943aebe1df5afefb013,James K. Polk,Thomas Jefferson,/the-presidency/presidential-speeches/december-5-1848-fourth-annual-message-congress,105,1848-12-05 16:29:58,Expansion,Mr. Jefferson,other/unclear,neutral,"His Cabinet gave their opinions and were divided upon the subject, General Hamilton being in favor of and Mr.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
998b1c47ae2af5ab0ec34624,James K. Polk,George Washington,/the-presidency/presidential-speeches/december-5-1848-fourth-annual-message-congress,106,1848-12-05 16:29:58,Expansion,President Washington,institutional precedent,neutral,"It is well known also that President Washington retained the bill from Monday, the 14th, when it was presented to him, until Friday, the 25th of February, being the last moment permitted him by the Constitution to deliberate, when he finally yielded to it his reluctant assent and gave it his signature.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
2fee68b09f92ecdad6061a0b,James K. Polk,James Madison,/the-presidency/presidential-speeches/december-5-1848-fourth-annual-message-congress,108,1848-12-05 16:29:58,Expansion,Mr. Madison,other/unclear,neutral,This is found among the manuscript papers of Mr.,Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
3fce937fe43bc38fee8efdbe,James K. Polk,George Washington,/the-presidency/presidential-speeches/december-5-1848-fourth-annual-message-congress,108,1848-12-05 16:29:58,Expansion,President Washington,other/unclear,neutral,"From these papers it appears that President Washington, while he yet held the bank bill in his hands, actually requested Mr.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
886e0ce7cb8516a8ce9e39e4,James K. Polk,James Madison,/the-presidency/presidential-speeches/december-5-1848-fourth-annual-message-congress,108,1848-12-05 16:29:58,Expansion,Mr. Madison,other/unclear,neutral,"From these papers it appears that President Washington, while he yet held the bank bill in his hands, actually requested Mr.",Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
7a6cd27c1289d4c525645acf,James K. Polk,James Madison,/the-presidency/presidential-speeches/december-5-1848-fourth-annual-message-congress,108,1848-12-05 16:29:58,Expansion,Mr. Madison,other/unclear,neutral,Mr.,Fixed-rubric classification from the supplied sentence context.,narration,former_president,AI-classified; not human-validated
